"","LU1997245177","LU0109392836","LU0359201612","LU0823426308","LU0594300179","base1","base2"
"2014-01-02",4.16,9.26,12.88,330.32001,13.93,2321.978,1831.97998
"2014-01-03",4.11,9.27,12.63,325.57001,13.79,2290.779,1831.369995
"2014-01-06",4.02,9.23,12.48,320.82999,13.7,2238.637,1826.77002
"2014-01-07",4.02,9.35,12.43,320.76001,13.81,2238.001,1837.880005
"2014-01-08",4.04,9.4,12.56,323.01999,13.94,2241.911,1837.48999
"2014-01-09",4,9.34,12.44,321.84,13.75,2222.221,1838.130005
"2014-01-10",3.96,9.38,12.41,320.14002,13.75,2204.851,1842.369995
"2014-01-13",3.96,9.25,12.45,320.57999,13.79,2193.679,1819.199951
"2014-01-14",3.99,9.42,12.42,319.91,13.78,2212.846,1838.880005
"2014-01-15",4.01,9.51,12.47,323.06,13.88,2208.941,1848.380005
"2014-01-16",3.99,9.53,12.49,322.64999,13.81,2211.844,1845.890015
"2014-01-17",3.96,9.53,12.5,323.87,13.96,2178.488,1838.699951
"2014-01-20",3.92,9.52,12.39,321.66,13.85,2165.993,1841.25
"2014-01-21",3.96,9.56,12.47,322.28,13.84,2187.41,1843.800049
"2014-01-22",4.06,9.63,12.56,323.45999,13.83,2243.796,1844.859985
"2014-01-23",4.04,9.55,12.4,316.10001,13.59,2231.889,1828.459961
"2014-01-24",4.08,9.31,12.2,308.48001,13.24,2245.678,1790.290039
"2014-01-27",4.01,9.21,11.9,301.72,13.08,2215.919,1781.560059
"2014-01-28",4.01,9.31,11.95,304.35001,13.23,2219.855,1792.5
"2014-01-29",4.02,9.21,11.99,306.09,13.29,2227.781,1774.199951
"2014-01-30",3.97,9.45,11.84,308.51001,13.41,2202.45,1794.189941
"2014-01-31",3.975,9.37,11.765,303.345,13.35,2207.4665,1782.589966
"2014-02-03",3.9775,9.13,11.7275,300.762495,13.2,2209.97475,1741.890015
"2014-02-04",3.97875,9.22,11.69,298.17999,13.08,2211.228875,1755.199951
"2014-02-05",3.979375,9.21,11.62,294.44,12.84,2211.8559375,1751.640015
"2014-02-06",3.9796875,9.37,11.75,300.48001,13.12,2212.16946875,1773.430054
"2014-02-07",3.98,9.53,11.92,304.95999,13.23,2212.483,1797.02002
"2014-02-10",4.08,9.56,11.95,304.94,13.21,2267.534,1799.839966
"2014-02-11",4.08,9.66,12.09,308.85999,13.47,2285.562,1819.75
"2014-02-12",4.08,9.72,12.19,310.89002,13.51,2291.246,1819.26001
"2014-02-13",4.05,9.86,12.09,308.72,13.51,2279.554,1829.829956
"2014-02-14",4.08,9.89,12.18,310.5,13.6,2295.575,1838.630005
"2014-02-17",4.11,9.89,12.35,313.64002,13.69,2311.647,1839.6950075
"2014-02-18",4.04,9.96,12.34,313,13.78,2282.442,1840.76001
"2014-02-19",4.07,9.92,12.34,314.06,13.76,2308.656,1828.75
"2014-02-20",4.01,10,12.19,310.48999,13.61,2287.436,1839.780029
"2014-02-21",3.98,10,12.22,310.57001,13.69,2264.294,1836.25
"2014-02-24",3.89,10.08,12.1,309.04999,13.61,2214.509,1847.609985
"2014-02-25",3.75,10.07,12.02,304.53,13.57,2157.909,1845.119995
"2014-02-26",3.75,10.1,12.14,308.06,13.71,2163.405,1845.160034
"2014-02-27",3.71,10.16,12.35,312.81,13.93,2154.108,1854.290039
"2014-02-28",3.77,10.08,12.34,314.91,13.96,2178.971,1859.449951
"2014-03-03",3.79,10,12.2,310.66,13.75,2190.37,1845.72998
"2014-03-04",3.78,10.2,12.25,314.85999,13.96,2184.273,1873.910034
"2014-03-05",3.75,10.22,12.22,313.60999,13.92,2163.976,1873.810059
"2014-03-06",3.76,10.21,12.32,316.75,14.09,2173.634,1877.030029
"2014-03-07",3.77,10.16,12.33,315.03,13.91,2168.358,1878.040039
"2014-03-10",3.67,10.1,12.1,308.73999,13.69,2097.787,1877.170044
"2014-03-11",3.69,10.02,12.11,309.92999,13.75,2108.661,1867.630005
"2014-03-12",3.69,10.08,11.92,306.26999,13.58,2114.134,1868.199951
"2014-03-13",3.73,9.89,11.86,302.39999,13.39,2140.333,1846.339966
"2014-03-14",3.69,9.88,11.71,296.67001,13.25,2122.836,1841.130005
"2014-03-17",3.72,9.99,11.67,299.12,13.34,2143.038,1858.829956
"2014-03-18",3.7,10.12,11.8,299.73001,13.42,2138.133,1872.25
"2014-03-19",3.65,10.04,11.77,298.23999,13.38,2120.87,1860.77002
"2014-03-20",3.57,10.1,11.58,294.57999,13.21,2086.967,1872.01001
"2014-03-21",3.67,9.96,11.73,298.45999,13.32,2158.798,1866.52002
"2014-03-24",3.7,9.83,11.99,299.01001,13.32,2176.554,1857.439941
"2014-03-25",3.68,9.83,11.86,297.79999,13.25,2174.44,1865.619995
"2014-03-26",3.68,9.66,11.99,300.67001,13.29,2171.047,1852.560059
"2014-03-27",3.64,9.65,11.93,296.63,13.06,2155.707,1849.040039
"2014-03-28",3.63,9.65,12.1,303.17999,13.29,2151.965,1857.619995
"2014-03-31",3.62,9.75,12.14,304.67999,13.37,2146.305,1872.339966
"2014-04-01",3.66,9.92,12.24,310.82001,13.69,2163.115,1885.52002
"2014-04-02",3.67,9.91,12.26,309.14002,13.67,2180.727,1890.900024
"2014-04-03",3.66,9.77,12.28,307.59,13.59,2165.008,1888.77002
"2014-04-04",3.71,9.5,12.22,305,13.52,2185.472,1865.089966
"2014-04-07",3.75,9.36,12.18,302.88,13.26,2211.394,1845.040039
"2014-04-08",3.79,9.46,12.32,304.79999,13.39,2237.316,1851.959961
"2014-04-09",3.79,9.64,12.45,309.84,13.55,2238.62,1872.180054
"2014-04-10",3.86,9.31,12.64,313.29001,13.84,2273.761,1833.079956
"2014-04-11",3.86,9.16,12.39,307.29999,13.55,2270.666,1815.689941
"2014-04-14",3.86,9.24,12.4,306.84,13.58,2268.613,1830.609985
"2014-04-15",3.79,9.32,12.16,303.5,13.29,2229.463,1842.97998
"2014-04-16",3.79,9.44,12.19,303.48999,13.38,2232.526,1862.310059
"2014-04-17",3.78,9.49,12.25,305.97,13.44,2224.803,1864.849976
"2014-04-18",3.75,9.51,12.255,306.740005,13.4,2224.479,1868.3699955
"2014-04-21",3.735,9.53,12.2575,307.1250075,13.42,2187.248,1871.890015
"2014-04-22",3.72,9.61,12.26,307.51001,13.44,2196.795,1879.550049
"2014-04-23",3.7,9.51,12.15,304.54001,13.37,2194.668,1875.390015
"2014-04-24",3.69,9.52,12.17,303.64002,13.4,2190.474,1878.609985
"2014-04-25",3.64,9.27,12,299.95001,13.17,2167.826,1863.400024
"2014-04-28",3.6,9.16,11.93,295.57999,12.94,2134.969,1869.430054
"2014-04-29",3.65,9.24,12.06,297.95001,13.02,2158.47,1878.329956
"2014-04-30",3.68,9.3,11.9,294.88,12.81,2158.659,1883.949951
"2014-05-01",3.69,9.33,11.93,296.199995,12.9,2157.5645,1883.680054
"2014-05-02",3.695,9.33,11.96,297.51999,12.94,2157.01725,1881.140015
"2014-05-05",3.7,9.36,11.89,294.10999,12.89,2156.47,1884.660034
"2014-05-06",3.685,9.22,11.89,291.56,12.93,2157.328,1867.719971
"2014-05-07",3.67,9.16,11.72,289.01001,12.69,2137.316,1878.209961
"2014-05-08",3.66,9.16,11.76,286.45001,12.64,2135.496,1875.630005
"2014-05-09",3.65,9.18,11.74,285.75,12.6,2133.911,1878.47998
"2014-05-12",3.7,9.38,11.93,293.44,12.84,2180.054,1896.650024
"2014-05-13",3.7,9.32,11.97,294.64999,12.84,2174.852,1897.449951
"2014-05-14",3.71,9.25,12.11,297.70999,12.9,2172.372,1888.530029
"2014-05-15",3.66,9.18,12.11,298.39999,12.86,2144.084,1870.849976
"2014-05-16",3.64,9.26,12.06,298.06,12.92,2145.952,1877.859985
"2014-05-19",3.58,9.35,12.06,296.73001,12.89,2115.143,1885.079956
"2014-05-20",3.59,9.27,12.09,296.95999,12.93,2115.771,1872.829956
"2014-05-21",3.62,9.35,12.18,301.32001,13.03,2135.905,1888.030029
"2014-05-22",3.62,9.43,12.34,304.64999,13.14,2130.868,1892.48999
"2014-05-23",3.65,9.52,12.35,306.38,13.16,2148.414,1900.530029
"2014-05-26",3.68,9.51,12.35,306.89002,13.2,2155.976,1906.2200315
"2014-05-27",3.66,9.64,12.43,306.51001,13.16,2147.28,1911.910034
"2014-05-28",3.69,9.62,12.42,307.10999,13.22,2169.352,1909.780029
"2014-05-29",3.68,9.67,12.38,307.14499,13.15,2155.164,1920.030029
"2014-05-30",3.67,9.62,12.34,307.17999,13.23,2156.464,1923.569946
"2014-06-02",3.66,9.59,12.34,308.47,13.27,2153.191,1924.969971
"2014-06-03",3.65,9.59,12.52,309.76001,13.24,2149.918,1924.23999
"2014-06-04",3.61,9.61,12.43,307.5,13.15,2128.274,1927.880005
"2014-06-05",3.65,9.72,12.47,309.53,13.21,2150.602,1940.459961
"2014-06-06",3.63,9.79,12.43,309.51999,13.2,2134.716,1949.439941
"2014-06-09",3.66,9.82,12.56,311.679995,13.25,2134.281,1951.27002
"2014-06-10",3.69,9.84,12.69,313.84,13.31,2161.268,1950.790039
"2014-06-11",3.67,9.87,12.69,313.03,13.34,2160.766,1943.890015
"2014-06-12",3.67,9.8,12.68,312.76001,13.36,2153.41,1930.109985
"2014-06-13",3.72,9.86,12.8,315.10001,13.4,2176.242,1936.160034
"2014-06-16",3.72,9.89,12.82,314.72,13.37,2191.855,1937.780029
"2014-06-17",3.68,9.94,12.76,313.23001,13.3,2169.674,1941.98999
"2014-06-18",3.65,10,12.74,312.82001,13.3,2160.239,1956.97998
"2014-06-19",3.59,9.99,12.73,312.10001,13.29,2126.907,1959.47998
"2014-06-20",3.62,9.99,12.75,313.09,13.31,2136.729,1962.869995
"2014-06-23",3.625,10.01,12.67,311.289995,13.14,2134.11,1962.609985
"2014-06-24",3.63,9.92,12.59,309.48999,13.26,2144.821,1949.97998
"2014-06-25",3.61,9.97,12.58,310.85001,13.23,2133.371,1959.530029
"2014-06-26",3.64,9.96,12.77,313.84,13.39,2149.076,1957.219971
"2014-06-27",3.66,10,12.75,314.17001,13.41,2150.258,1960.959961
"2014-06-30",3.7,10.05,12.77,316.10001,13.51,2165.118,1960.22998
"2014-07-01",3.685,10.15,12.77,319.15001,13.56,2164.559,1973.319946
"2014-07-02",3.67,10.13,12.99,322.20001,13.74,2170.867,1974.619995
"2014-07-03",3.7,10.2,13.07,325.29999,13.81,2180.192,1985.439941
"2014-07-04",3.7,10.2,13.1,326.57999,13.83,2178.695,1981.5449825
"2014-07-07",3.69,10.08,13.12,327.07001,13.81,2176.289,1977.650024
"2014-07-08",3.7,9.87,13.13,324.5,13.72,2180.473,1963.709961
"2014-07-09",3.64,9.94,12.93,320.92001,13.65,2148.71,1972.829956
"2014-07-10",3.62,9.88,12.99,318.78,13.61,2142.847,1964.680054
"2014-07-11",3.65,9.92,12.97,320.32001,13.64,2148.009,1967.569946
"2014-07-14",3.69,9.98,13.07,322.56,13.79,2171.758,1977.099976
"2014-07-15",3.69,9.93,13.14,323.23001,13.83,2174.976,1973.280029
"2014-07-16",3.68,9.95,13.16,323.35001,13.85,2170.868,1981.569946
"2014-07-17",3.66,9.78,13.13,320.76001,13.78,2157.068,1958.119995
"2014-07-18",3.69,9.96,13.09,320.09,13.78,2164.144,1978.219971
"2014-07-21",3.7,9.96,13.03,319.39999,13.75,2166.295,1973.630005
"2014-07-22",3.74,10.04,13.3,325.89999,14.01,2192.698,1983.530029
"2014-07-23",3.74,9.95,13.48,328.26001,14.08,2197.833,1987.01001
"2014-07-24",3.81,10.01,13.6,331.10001,14.18,2237.015,1987.97998
"2014-07-25",3.84,9.88,13.59,331.59,14.15,2260.454,1978.339966
"2014-07-28",3.93,9.88,13.73,334.67999,14.32,2323.897,1978.910034
"2014-07-29",3.94,9.85,13.77,336.23999,14.37,2331.369,1969.949951
"2014-07-30",3.93,9.99,13.74,335.64999,14.33,2322.011,1970.069946
"2014-07-31",3.97,9.77,13.74,333.73001,14.26,2350.251,1930.670044
"2014-08-01",3.93,9.77,13.58,330.07999,14.18,2329.402,1925.150024
"2014-08-04",4.01,9.86,13.73,333.59,14.31,2375.62,1938.98999
"2014-08-05",4.01,9.8,13.72,332.39999,14.25,2369.353,1920.209961
"2014-08-06",3.98,9.79,13.67,332.54999,14.21,2363.221,1920.23999
"2014-08-07",3.94,9.78,13.54,329.47,14.05,2327.457,1909.569946
"2014-08-08",3.94,9.86,13.54,329.53,14.09,2331.134,1931.589966
"2014-08-11",3.99,9.94,13.85,333.79001,14.24,2365.349,1936.920044
"2014-08-12",3.98,9.89,13.77,334.17999,14.2,2357.052,1933.75
"2014-08-13",3.98,9.99,13.91,338.51001,14.4,2358.901,1946.719971
"2014-08-14",3.96,10.03,13.81,336.23999,14.39,2335.945,1955.180054
"2014-08-15",3.995,10.05,13.87,335.845,14.32,2360.635,1955.060059
"2014-08-18",4.03,10.15,13.93,335.45001,14.4,2374.562,1971.73999
"2014-08-19",4.02,10.19,13.95,336.53,14.47,2374.768,1981.599976
"2014-08-20",3.99,10.2,13.9,336.85001,14.5,2366.14,1986.51001
"2014-08-21",3.97,10.24,13.8,334.67999,14.38,2354.244,1992.369995
"2014-08-22",3.99,10.28,13.89,335.35001,14.43,2365.364,1988.400024
"2014-08-25",3.95,10.26,13.96,334.94,14.43,2342.863,1997.920044
"2014-08-26",3.93,10.3,13.94,334.14999,14.41,2324.092,2000.02002
"2014-08-27",3.93,10.27,13.9,331.64999,14.36,2327.595,2000.119995
"2014-08-28",3.89,10.24,13.8,326.48999,14.21,2311.278,1996.73999
"2014-08-29",3.93,10.32,13.88,327.13,14.2,2338.287,2003.369995
"2014-09-01",3.96,10.32,13.89,328.67001,14.21,2355.317,2002.825012
"2014-09-02",4,10.37,13.92,329.38,14.19,2386.46,2002.280029
"2014-09-03",4.04,10.33,14.3,336.51999,14.43,2408.838,2000.719971
"2014-09-04",4.08,10.31,14.37,337.92001,14.53,2426.224,1997.650024
"2014-09-05",4.11,10.37,14.35,335.84,14.47,2449.259,2007.709961
"2014-09-08",4.1,10.41,14.37,337.5,14.47,2447.2415,2001.540039
"2014-09-09",4.095,10.31,14.36,333.990005,14.43,2445.224,1988.439941
"2014-09-10",4.09,10.39,14.05,330.48001,14.19,2432.433,1995.689941
"2014-09-11",4.07,10.43,14,329.95001,14.18,2423.454,1997.449951
"2014-09-12",4.08,10.35,13.98,328.22,14.17,2438.358,1985.540039
"2014-09-15",4.05,10.2,13.82,325.16,14.01,2437.189,1984.130005
"2014-09-16",3.98,10.3,13.62,321.41,13.93,2388.765,1998.97998
"2014-09-17",3.99,10.32,13.81,324.94,13.91,2401.326,2001.569946
"2014-09-18",4.01,10.41,13.71,324.45999,13.89,2408.664,2011.359985
"2014-09-19",4.03,10.34,13.74,324.73999,13.94,2425.211,2010.400024
"2014-09-22",3.96,10.21,13.55,319.10999,13.73,2378.92,1994.290039
"2014-09-23",3.99,10.17,13.5,317.98999,13.66,2399.462,1982.77002
"2014-09-24",4.05,10.26,13.66,320.09,13.76,2441.864,1998.300049
"2014-09-25",4.03,10.06,13.58,317.84,13.57,2436.965,1965.98999
"2014-09-26",4.04,10.16,13.5,316.5,13.6,2437.201,1982.849976
"2014-09-29",4.03,10.15,13.33,309.14999,13.37,2447.799,1977.800049
"2014-09-30",4.04,10.11,13.255,307.70999,13.3,2450.988,1972.290039
"2014-10-01",4.06,9.95,13.2175,309.59999,13.2,2464.6855,1946.160034
"2014-10-02",4.07,9.98,13.19875,310.54499,13.04,2471.53425,1946.170044
"2014-10-03",4.075,10.1,13.18,311.48999,13.38,2474.958625,1967.900024
"2014-10-06",4.0775,10.04,13.42,315.45999,13.49,2476.6708125,1964.819946
"2014-10-07",4.07875,9.85,13.45,316.32001,13.51,2477.52690625,1935.099976
"2014-10-08",4.08,10.03,13.37,314.67001,13.46,2478.383,1968.890015
"2014-10-09",4.08,9.84,13.48,315.39002,13.54,2481.955,1928.209961
"2014-10-10",4.06,9.48,13.23,309.5,13.29,2466.789,1906.130005
"2014-10-13",4.03,9.33,13.19,308.29999,13.31,2454.946,1874.73999
"2014-10-14",4.01,9.4,13.12,306.29999,13.26,2446.562,1877.699951
"2014-10-15",4.05,9.45,13.19,304.81,13.14,2463.874,1862.48999
"2014-10-16",4.03,9.5,13.06,305.31,13.21,2444.395,1862.76001
"2014-10-17",4.05,9.6,13.15,309.60001,13.31,2441.732,1886.76001
"2014-10-20",4.05,9.68,13.23,309.98999,13.35,2454.711,1904.01001
"2014-10-21",4.02,9.9,13.21,311.75,13.44,2433.391,1941.280029
"2014-10-22",4.01,9.77,13.38,313.07999,13.49,2418.641,1927.109985
"2014-10-23",3.98,9.94,13.31,311.91,13.52,2395.936,1950.819946
"2014-10-24",3.98,9.98,13.31,312,13.48,2390.706,1964.579956
"2014-10-27",3.94,9.97,13.19,308.54999,13.28,2368.832,1961.630005
"2014-10-28",4,10.13,13.44,315.60999,13.61,2416.653,1985.050049
"2014-10-29",4.06,10.08,13.64,319.42999,13.8,2451.384,1982.300049
"2014-10-30",4.06,10.17,13.55,318.23001,13.8,2468.925,1994.650024
"2014-10-31",4.11,10.34,13.72,322.62,14.01,2508.325,2018.050049
"2014-11-03",4.11,10.35,13.69,321.69,13.93,2512.548,2017.810059
"2014-11-04",4.09,10.33,13.7,321.41,13.87,2513.172,2012.099976
"2014-11-05",4.06,10.35,13.6,319.53,13.86,2503.448,2023.569946
"2014-11-06",4.07,10.39,13.58,319.54001,13.78,2506.067,2031.209961
"2014-11-07",4.09,10.4,13.53,317.87,13.74,2502.153,2031.920044
"2014-11-10",4.18,10.46,13.67,321.42999,13.89,2565.73,2038.26001
"2014-11-11",4.17,10.46,13.69,321.34,13.9,2558.612,2039.680054
"2014-11-12",4.24,10.49,13.77,322.42001,13.93,2594.318,2038.25
"2014-11-13",4.21,10.47,13.8,323.48001,14.03,2579.75,2039.329956
"2014-11-14",4.22,10.53,13.83,326.14002,14.13,2581.093,2039.819946
"2014-11-17",4.2,10.47,13.58,320.75,13.92,2567.101,2041.319946
"2014-11-18",4.15,10.53,13.41,317.23999,13.76,2541.416,2051.800049
"2014-11-19",4.13,10.45,13.34,315.60999,13.72,2537.223,2048.719971
"2014-11-20",4.13,10.48,13.35,315.35999,13.71,2537.099,2052.75
"2014-11-21",4.21,10.54,13.48,321.67999,13.89,2583.455,2063.5
"2014-11-24",4.29,10.61,13.88,326.45999,14.06,2649.258,2069.409912
"2014-11-25",4.34,10.63,13.81,326.51999,14.03,2685.561,2067.030029
"2014-11-26",4.4,10.72,14.02,330.75,14.26,2723.018,2072.830078
"2014-11-27",4.45,10.72,13.97,330.28,14.2,2754.49,2070.1950685
"2014-11-28",4.5,10.71,14.05,329.19,14.2,2808.819,2067.560059
"2014-12-01",4.52,10.57,13.72,320.16,13.83,2819.812,2053.439941
"2014-12-02",4.69,10.59,14.06,323.60999,13.98,2923.94,2066.550049
"2014-12-03",4.76,10.68,13.96,322.47,13.89,2967.549,2074.330078
"2014-12-04",4.96,10.69,14.39,327.73999,14.01,3104.351,2071.919922
"2014-12-05",5.01,10.73,14.45,328.64999,14.1,3124.885,2075.370117
"2014-12-08",5.22,10.59,14.71,329.45999,14.06,3252.881,2060.310059
"2014-12-09",5.07,10.64,14.12,318.98001,13.71,3106.913,2059.820068
"2014-12-10",5.27,10.45,14.28,321.51999,13.79,3221.546,2026.140015
"2014-12-11",5.17,10.49,14.14,322.14002,13.78,3183.012,2035.329956
"2014-12-12",5.17,10.39,14.13,321.41,13.66,3193.227,2002.329956
"2014-12-15",5.2,10.33,14.05,320.85999,13.53,3217.228,1989.630005
"2014-12-16",5.36,10.22,13.93,315.88,13.64,3303.402,1972.73999
"2014-12-17",5.47,10.44,14.02,317.88,13.4,3360.598,2012.890015
"2014-12-18",5.41,10.68,14.12,322,13.56,3345.927,2061.22998
"2014-12-19",5.43,10.73,14.38,321.26001,13.64,3383.167,2070.649902
"2014-12-22",5.41,10.83,14.53,324.98999,13.67,3394.481,2078.540039
"2014-12-23",5.36,10.82,14.41,322.66,13.62,3324.924,2082.169922
"2014-12-24",5.47,10.84,14.545,320.89002,13.63,3230.385,2081.879883
"2014-12-26",5.525,10.87,14.6125,324.89002,13.85,3445.839,2088.77002
"2014-12-29",5.58,10.81,14.68,328.89002,13.97,3455.455,2090.570068
"2014-12-30",5.68,10.74,14.53,326.81,13.88,3457.554,2080.350098
"2014-12-31",5.82,10.67,14.75,330.57999,13.96,3533.705,2058.899902
"2015-01-02",5.93,10.66,15.06,335.09,14.01,3587.623,2058.199951
"2015-01-05",6.04,10.48,15.11,333.62,13.87,3641.541,2020.579956
"2015-01-06",6.08,10.32,14.99,333.23999,13.77,3641.059,2002.609985
"2015-01-07",6.11,10.41,15.22,335.60999,13.95,3643.79,2025.900024
"2015-01-08",6,10.63,15.19,337.22,14.18,3559.259,2062.139893
"2015-01-09",6.05,10.59,15.21,337.04001,14.1,3546.723,2044.810059
"2015-01-12",6.05,10.48,15.12,332.66,14.09,3513.576,2028.26001
"2015-01-13",6.06,10.44,15.19,337.04001,14.3,3514.04,2023.030029
"2015-01-14",6.05,10.37,15.12,332.34,14.14,3502.423,2011.27002
"2015-01-15",6.24,10.21,15.43,335.48001,14.31,3604.121,1992.670044
"2015-01-16",6.28,10.37,15.16,334.42999,14.22,3635.146,2019.420044
"2015-01-19",5.83,10.37,14.62,322.76001,13.84,3355.155,2020.9850465
"2015-01-20",5.89,10.42,14.89,327.73001,14.02,3396.222,2022.550049
"2015-01-21",6.16,10.5,15.27,336.01001,14.42,3548.885,2032.119995
"2015-01-22",6.18,10.63,15.32,336.67999,14.47,3567.613,2063.149902
"2015-01-23",6.2,10.69,15.62,340.85999,14.61,3571.732,2051.820068
"2015-01-26",6.18,10.7,15.49,341.91,14.72,3607.985,2057.090088
"2015-01-27",6.13,10.55,15.31,335.5,14.55,3574.931,2029.550049
"2015-01-28",6.11,10.47,15.28,335.45001,14.54,3525.323,2002.160034
"2015-01-29",6.02,10.55,15.08,331.06,14.39,3481.798,2021.25
"2015-01-30",5.94,10.44,15.01,328.88,14.26,3434.39,1994.98999
"2015-02-02",5.81,10.52,14.88,327.51001,14.29,3353.96,2020.849976
"2015-02-03",5.95,10.62,15.04,332.12,14.49,3437.445,2050.030029
"2015-02-04",5.94,10.66,15.1,331.25,14.53,3401.768,2041.51001
"2015-02-05",5.85,10.77,15.15,330.91,14.44,3366.946,2062.52002
"2015-02-06",5.8,10.73,15.01,326.39002,14.36,3312.42,2055.469971
"2015-02-09",5.86,10.66,14.94,324.48999,14.25,3345.921,2046.73999
"2015-02-10",5.97,10.81,14.99,325.82999,14.33,3406.943,2068.590088
"2015-02-11",6.01,10.87,14.91,323.76999,14.31,3434.124,2068.530029
"2015-02-12",6.02,11.02,15.08,327.42999,14.42,3442.874,2088.47998
"2015-02-13",6.05,11.1,15.24,329.98001,14.57,3469.828,2096.98999
"2015-02-16",6.08,11.1,15.23,329.31,14.59,3499.483,2098.665039
"2015-02-17",6.11,11.07,15.27,330.48001,14.61,3522.322,2100.340088
"2015-02-18",6.06,11.1,15.28,330.51001,14.61,3500.5255,2099.679932
"2015-02-19",6.035,11.18,15.285,331.095,14.62,3489.62725,2097.449951
"2015-02-20",6.0225,11.28,15.2875,331.387495,14.61,3484.178125,2110.300049
"2015-02-23",6.01625,11.2,15.29,331.67999,14.6,3481.4535625,2109.659912
"2015-02-24",6.013125,11.21,15.33,332.88,14.73,3480.09128125,2115.47998
"2015-02-25",6.01,11.26,15.34,333.22,14.63,3478.729,2113.860107
"2015-02-26",6.14,11.33,15.48,336.72,14.7,3566.295,2110.73999
"2015-02-27",6.13,11.28,15.44,336.20999,14.67,3572.843,2104.5
"2015-03-02",6.2,11.45,15.46,337.85999,14.71,3601.265,2117.389893
"2015-03-03",6.02,11.34,15.2,332.67001,14.54,3507.9,2107.780029
"2015-03-04",6.04,11.29,14.99,328.37,14.43,3530.822,2098.530029
"2015-03-05",6.02,11.33,14.79,328.29999,14.36,3496.344,2101.040039
"2015-03-06",5.99,11.19,14.89,327.09,14.32,3478.52,2071.26001
"2015-03-09",6.05,11.21,14.93,328.70999,14.37,3537.75,2079.429932
"2015-03-10",6.06,11,14.71,321.44,14.04,3520.611,2044.160034
"2015-03-11",6.06,10.99,14.65,320.41,14.05,3524.653,2040.23999
"2015-03-12",6.15,11.11,14.76,324.20001,14.2,3592.844,2065.949951
"2015-03-13",6.2,11.08,14.83,323.31,14.1,3617.657,2053.399902
"2015-03-16",6.36,11.21,14.95,329.25,14.38,3705.671,2081.189941
"2015-03-17",6.42,11.18,14.99,328.37,14.33,3757.122,2074.280029
"2015-03-18",6.58,11.3,15.16,331.73999,14.44,3846.055,2099.5
"2015-03-19",6.62,11.33,15.29,334.29999,14.59,3839.739,2089.27002
"2015-03-20",6.71,11.41,15.29,335.35999,14.75,3892.574,2108.100098
"2015-03-23",6.84,11.35,15.38,337.26001,14.8,3972.061,2104.419922
"2015-03-24",6.84,11.31,15.28,335.31,14.74,3973.046,2091.5
"2015-03-25",6.81,11.01,15.24,335.53,14.7,3940.412,2061.050049
"2015-03-26",6.79,10.98,15.16,331.79001,14.7,3949.999,2056.149902
"2015-03-27",6.86,11.08,15.19,334.17001,14.73,3971.697,2061.02002
"2015-03-30",7.08,11.18,15.63,342.48999,15.03,4088.178,2086.23999
"2015-03-31",7.07,11.08,15.67,342.73999,15.04,4051.204,2067.889893
"2015-04-01",7.23,11.02,15.85,348.16,15.22,4123.895,2059.689941
"2015-04-02",7.26,11.04,16.049999,353.32999,15.4,4124.776,2066.959961
"2015-04-03",7.42,11.08,16.049999,362.64,15.38,4170.538,2073.790039
"2015-04-06",7.5,11.12,16.049999,367.295005,15.54,4215.291,2080.620117
"2015-04-07",7.54,11.14,16.049999,369.6225075,15.52,4260.044,2076.330078
"2015-04-08",7.58,11.23,17.139999,371.95001,16.37,4295.803,2081.899902
"2015-04-09",7.53,11.27,17.73,378.56,16.72,4262.138,2091.179932
"2015-04-10",7.63,11.3,17.92,382.32001,16.84,4344.416,2102.060059
"2015-04-13",7.66,11.24,18.879999,395.25,17.01,4421.073,2092.429932
"2015-04-14",7.64,11.22,18.209999,384.23001,16.56,4438.184,2095.840088
"2015-04-15",7.51,11.31,18.33,386.79001,16.45,4380.513,2106.629883
"2015-04-16",7.74,11.32,18.709999,391.26001,16.68,4513.546,2104.98999
"2015-04-17",7.82,11.11,18.67,384.72,16.33,4596.136,2081.179932
"2015-04-20",7.6,11.24,18.040001,380.42001,16.31,4521.919,2100.399902
"2015-04-21",7.78,11.34,18.549999,390.88,16.67,4619.164,2097.290039
"2015-04-22",8,11.43,18.93,395.04001,16.81,4739.814,2107.959961
"2015-04-23",8.02,11.38,18.66,394.07001,16.79,4740.892,2112.929932
"2015-04-24",7.93,11.36,18.83,394.34,16.93,4702.641,2117.689941
"2015-04-27",8.03,11.33,18.93,400.03,17.08,4807.592,2108.919922
"2015-04-28",7.92,11.28,18.950001,398.54001,17.05,4741.861,2114.76001
"2015-04-29",8.04,11.25,18.82,396.29999,16.91,4774.326,2106.850098
"2015-04-30",8.04,11.12,18.709999,391.35001,16.8,4749.886,2085.51001
"2015-05-01",8.055,11.18,18.7749995,392.065005,16.81,4768.8135,2108.290039
"2015-05-04",8.07,11.2,18.84,392.78,16.87,4787.741,2114.48999
"2015-05-05",7.78,11.07,18.42,383.91,16.48,4596.837,2089.459961
"2015-05-06",7.76,11.05,18.219999,380.62,16.46,4553.327,2080.149902
"2015-05-07",7.66,11.15,17.719999,373.98001,16.28,4470.089,2088
"2015-05-08",7.81,11.29,18.200001,382.81,16.61,4558.404,2116.100098
"2015-05-11",8.01,11.26,18.4,386.42999,16.69,4690.532,2105.330078
