ISIN	ifund_name_chinese
LU0171277485	貝萊德全球基金 - 歐元市場基金 A2 類 Acc 美元
LU0011850046	貝萊德全球基金 - 環球遠見股票基金 A2 類Acc 美元
LU0072462343	貝萊德全球基金 - 亞洲巨龍基金 A2類 Acc 美元
LU0171281750	貝萊德全球基金 - 歐洲價值型基金A2 類Acc 美元
LU0054578231	貝萊德全球基金 - 環球小型企業基金 A2 類美元
LU0171305526	貝萊德全球基金 - 世界黃金基金 A2類 Acc 歐元
LU0172157280	貝萊德全球基金 - 世界礦業基金 A2類 Acc 歐元
LU0046676465	貝萊德全球基金 - 美元高收益債券基金 A2類 Acc 美元
LU0056508442	貝萊德全球基金 - 世界科技基金 A2類 Acc 美元
LU0106831901	貝萊德全球基金 - 世界金融基金A2 類Acc 美元
LU0072462426	貝萊德全球基金 - 環球資產配置基金 A2類 Acc 美元
LU0122379950	貝萊德全球基金 - 世界健康科學基金 A2類 Acc 美元
LU0171284937	貝萊德全球基金 - 環球高收益債券基金 A2類 Acc 美元
LU0124384867	貝萊德全球基金 - 永續能源基金 A2類 Acc 美元
LU0432365988	貝萊德全球基金 - 歐元貨幣基金 A2類 Acc 歐元
LU0171283459	貝萊德全球基金 - 環球資產配置基金 A2類 Acc 歐元
LU0171301533	貝萊德全球基金 - 世界能源基金 A2類 Acc 歐元
LU0171275786	貝萊德全球基金 - 新興市場基金 A2類 Acc 歐元
LU0171289498	貝萊德全球基金 - 拉丁美洲基金 A2類 Acc 歐元
LU0200680600	貝萊德全球基金 - 新興市場債券基金 A2類 Acc 美元
LU0171289902	貝萊德全球基金 - 可持續能源基金 A2類 Acc 歐元
LU0171311680	貝萊德全球基金 - 世界科技基金 A2類 Acc 英鎊
LU0093503810	貝萊德全球基金 - 歐元短期債券基金A2 類Acc  歐元
LU0212924517	貝萊德全球基金 - 日本靈活股票基金A2 類Acc 美元
LU0248272758	貝萊德全球基金 - 印度基金 A2類 Acc 美元
LU0072461881	貝萊德全球基金 - 美國價值型基金 A2類 Acc 美元
LU0171279184	貝萊德全球基金 - 歐元債券基金 A2 類Acc 美元
LU0093504206	貝萊德全球基金 - 環球高收益債券基金 A2類 Acc 歐元 (對沖)
LU0224105477	貝萊德全球基金 - 歐陸靈活股票基金A2 類Acc  歐元
LU0011846440	貝萊德全球基金 - 歐洲基金 A2類 Acc 歐元
LU0171276677	貝萊德全球基金 - 歐洲特別時機基金 A2類 Acc 美元
LU0063729296	貝萊德全球基金 - 亞洲老虎債券基金 A2類 Acc 美元
LU0184696937	貝萊德全球基金 - 世界債券基金 A2類 Acc 美元
LU0171289738	貝萊德全球基金 - 拉丁美洲基金 A2類 Acc 英鎊
LU0359201612	貝萊德全球基金 - 中國基金 A2類 Acc 美元
LU0238689110	貝萊德全球基金 - 環球動力股票基金A2 類Acc 美元
LU0171304719	貝萊德全球基金 - 世界金融基金A2 類Acc  歐元
LU0278470058	貝萊德全球基金 - 新興市場本地貨幣債券基金 A2 類Acc 美元
LU0172419151	貝萊德全球基金 - 美元高收益債券基金 A3類 MDis 美元
LU0326422176	貝萊德全球基金 - 世界能源基金 A2類 Acc 歐元 (對沖)
LU0172393414	貝萊德全球基金 - 亞洲老虎債券基金 A3類 MDis 美元
LU0171310443	貝萊德全球基金 - 世界科技基金 A2類 Acc 歐元
LU0154236417	貝萊德全球基金 - 美國靈活股票基金A2 類Acc 美元
LU0385154629	貝萊德全球基金 - 營養科學基金 A2類 Acc 美元
LU0414403419	貝萊德全球基金 - 亞太股票入息基金 A2類 Acc 美元
LU0006061336	貝萊德全球基金 - 美國中小型企業特別時機基金 A2類 Acc 美元
LU0096258362	貝萊德全球基金 - 美元債券基金 A2類 Acc 美元
LU0248271941	貝萊德全球基金 - 印度基金 A2類 Acc 歐元
LU0097036916	貝萊德全球基金 - 美國增長型基金A2 類Acc 美元
LU0096258446	貝萊德全球基金 - 美國政府房貸債券基金 A2類 Acc 美元
LU0172418690	貝萊德全球基金 - 美國政府房貸債券基金 A3類 MDis 美元
LU0788109634	貝萊德全球基金 - 環球企業債券基金 A6類 MDis (Stable) 美元
LU0578942376	貝萊德全球基金 - 美元高收益債券基金 A3類 MDis 澳元 (對沖)
LU0249411835	貝萊德全球基金 - 日本中小型企業特別時機基金 A2類 Acc 日圓
LU0093502762	貝萊德全球基金 - 歐元市場基金 A2 類Acc  歐元
LU0072462186	貝萊德全球基金 - 歐洲價值型基金A2 類Acc  歐元
LU0249410860	貝萊德全球基金 - 日本靈活股票基金A2 類Acc 日元
LU0265550359	貝萊德全球基金 - 環球股票收益進昇基金A2 類Acc 美元
LU0011847091	貝萊德全球基金 - 英國基金 A2類Acc英鎊
LU0651946864	貝萊德全球基金 - 新興市場股票入息基金A2 類Acc 美元
LU0545039389	貝萊德全球基金 - 環球股票入息基金A2 類Acc 美元
LU0612318385	貝萊德全球基金 - 天然資源增長入息基金A2 類Acc 美元
LU0162658883	貝萊德全球基金 - 歐元企業債券基金A2 類Acc  歐元
LU0425308086	貝萊德全球基金 - 通脹掛?債券基金A2 類Acc 美元
LU0093503497	貝萊德全球基金 - ESG多元資產基金A2 類Acc  歐元
LU0784385840	貝萊德全球基金 - 環球多元資產入息基金A2 類Acc 美元
LU0278466700	貝萊德全球基金 - 環球債券特別時機基金A2 類Acc 美元
LU1003076939	貝萊德全球基金 - 環球債券特別時機基金A3 類Acc 美元
LU0171293334	貝萊德全球基金 - 英國基金 A2類Acc美元
LU0738912566	貝萊德全球基金 - 美元高收益債券基金 A6類 MDis 美元
LU0764618640	貝萊德全球基金 - 環球高收益債券基金 A6類 MDis 美元
LU0871640040	貝萊德全球基金 - 環球高收益債券基金 A8類 MDis 澳元 (對沖)
LU1023058172	貝萊德全球基金 - 世界能源基金 A2類 澳元(對沖)
LU0841155764	貝萊德全球基金 - 亞洲老虎債券基金 A3類澳元(對沖)
LU0871639620	貝萊德全球基金 - 亞洲老虎債券基金 A8類澳元(對沖)
LU1023057109	貝萊德全球基金 - 中國基金 A2類 澳元(對沖)
LU1023062109	貝萊德全球基金 - 歐洲特別時機基金 A2類 澳元 (對沖)
LU1023056804	貝萊德全球基金 - 亞洲巨龍基金 A2類 澳元 (對沖)
LU1023057877	貝萊德全球基金 - 拉丁美洲基金 A2類 澳元 (對沖)
LU0562822386	貝萊德全球基金 - 歐洲股票入息基金 A2類 Acc 歐元
LU0154234636	貝萊德全球基金 - 歐洲特別時機基金 A2類 Acc 歐元
LU0526926950	貝萊德全球基金 - 歐洲基金 A2類 美元 對沖
LU1564329032	貝萊德全球基金 - 動力高息基金 A2 USD
LU0496654236	貝萊德全球基金 - 亞洲老虎債券基金 A3類 MDis 港元 (對沖)
LU0784395997	貝萊德全球基金 - 亞洲老虎債券基金 A6類 MDis 港元 (對沖)
LU1133085917	貝萊德全球基金 - 環球多元資產入息基金 A6類 MDis 歐元 (對沖)
LU0111491469	法巴歐洲賞息股票基金 經典 Cap 歐元
LU0265266980	法巴巴西股票基金 經典 Cap 美元
LU0265267285	法巴巴西股票基金 經典 Dis 美元
LU0075933415	法巴拉丁美洲股票基金 經典 Cap 美元
LU0249332619	法巴全球通脹掛鈎債券基金 經典 Cap 歐元
LU0249332452	法巴全球通脹掛鈎債券基金 經典 Dis 歐元
LU0066794719	法巴歐元區中型企業股票基金 經典 Cap 歐元
LU0066794479	法巴歐元區中型企業股票基金 經典 Dis 歐元
LU0111491626	法巴歐洲賞息股票基金 經典 Dis 歐元
LU0823379622	法巴亞洲(日本除外)債券基金 經典 Cap 美元
LU0823413587	法巴全球新興市場股票基金經典 Cap 美元
LU0823389423	法巴全球新興市場優選債券基金經典 H Cap 歐元
LU0823431720	法巴俄羅斯股票基金經典 Cap 歐元
LU0823431563	法巴俄羅斯股票基金經典美元 Cap 美元
LU0823403190	法巴新興歐洲股票基金經典 Cap 美元
LU0823428932	法巴印度股票基金經典 Cap 美元
LU0823389852	法巴全球新興市場優選債券基金經典 Cap 美元
LU0823411888	法巴主要消費品創新股票基金經典 Cap 美元
LU0823411961	法巴主要消費品創新股票基金經典 Dis 歐元
LU0823426308	法巴中國股票基金經典 Cap 美元
LU0823388615	法巴全球高收益債券基金經典 經典 Cap 歐元
LU0823434583	法巴美國增長股票基金經典 Cap 美元
LU0154245756	法巴美國中型企業股票基金經典 Cap 美元
LU0823414478	法巴能源創新股票基金 經典 Cap 美元
LU0823414635	法巴能源創新股票基金 經典 Cap 歐元
LU0823421333	法巴資訊科技創新股票基金 經典 Cap 美元
LU0823421416	法巴資訊科技創新股票基金 經典 Dis 美元
LU0823431720	法巴俄羅斯股票基金經典 Cap 美元
LU0130103400	法盛（盧森堡）國際基金 I - 漢瑞斯全球股票基金 R/A類 Acc 美元
LU0147944259	法盛（盧森堡）國際基金 I - 漢瑞斯全球股票基金 R/A類 Acc 歐元
LU0389358952	法盛（盧森堡）國際基金 I - 漢瑞斯全球股票基金 R/A類 Acc 英鎊
LU0029874905	鄧普頓新興市場基金 A類 Dis 美元
LU0128525929	鄧普頓環球美元基金 A類 Acc 美元
LU0065014192	富蘭克林高息基金 A類 MDis 美元
LU0052767562	富蘭克林美元短期貨幣市場基金 A類 MDis 美元
LU0029872446	富蘭克林美國政府基金 A類 MDis 美元
LU0078277505	鄧普頓東歐基金 A類 Acc 歐元
LU0029865408	鄧普頓拉丁美洲基金 A類 Dis 美元
LU0029876355	鄧普頓新興市場債券基金 A類 QDis 美元
LU0152981543	鄧普頓環球債券基金 A類 MDis 歐元
LU0052750758	鄧普頓中國基金 A類 Acc 美元
LU0128522157	鄧普頓亞洲增長基金 A類 Acc 美元
LU0070302665	富蘭克林互惠美國價值基金 A類 Acc 美元
LU0109394709	富蘭克林生物科技新領域基金 A類 Acc 美元
LU0093666013	鄧普頓歐元區基金 A類 Acc 歐元
LU0029871042	鄧普頓環球債券基金 A類 MDis 美元
LU0109392836	富蘭克林科技基金 A類 Acc 美元
LU0098860793	富蘭克林入息基金 A類 MDis 美元
IE0032578035	富蘭克林浮動息率基金 A類 Dis 美元
LU0109981661	富蘭克林互惠歐洲基金 A類 Acc 美元
LU0109395268	富蘭克林歐元高息基金 A類 YDis 歐元
LU0029875118	鄧普頓亞洲增長基金 A類 Dis 美元
LU0128522744	鄧普頓新興市場基金 A類 Acc 美元
LU0128526141	鄧普頓環球小型公司基金 A Acc 美元
LU0052756011	鄧普頓環球均衡增長基金 A類 QDis 美元
LU0170475585	鄧普頓環球總收益基金 A類 MDis 美元
LU0029864427	鄧普頓環球美元基金 A類 Dis 美元
LU0211326755	鄧普頓環球入息基金 A類 Acc 美元
LU0128525689	鄧普頓環球均衡增長基金 A類 Acc 美元
LU0140363002	富蘭克林互惠歐洲基金 A類 Acc 歐元
LU0229945570	鄧普頓新興四強基金 A類 Acc 美元
LU0211331839	富蘭克林互惠環球探索基金 A類 Acc 美元
LU0170475312	鄧普頓環球總收益基金 A類 Acc 美元
LU0093669546	富蘭克林歐元政府債券基金 A類 YDis 歐元
LU0231793349	鄧普頓東歐基金 A類 Acc 美元
LU0211327993	鄧普頓環球股票入息基金 A類 Acc 美元
LU0229949994	鄧普頓亞洲債券基金 A類 Acc 美元
LU0229946628	鄧普頓新興四強基金 A類 Acc 歐元
LU0231203729	富蘭克林印度基金 A類 Acc 美元
LU0138075311	富蘭克林歐洲中小型公司增長基金 A類 Acc 歐元
LU0128526570	鄧普頓拉丁美洲基金 A類 Acc 美元
LU0300738514	鄧普頓新興市場小型公司基金 A類 Acc 美元
LU0260870661	鄧普頓環球總收益基金 A類 Acc 歐元
LU0252652382	鄧普頓環球債券基金 A類 Acc 美元
LU0294219869	鄧普頓環球債券基金 A類 Acc 歐元 (對沖1)
LU0352132103	富蘭克林中東北非基金 A類 Acc 美元
LU0229950067	鄧普頓亞洲債券基金 A類 MDis 美元
LU0229940001	鄧普頓亞洲增長基金 A類 Acc 歐元
LU0260871552	富蘭克林歐洲中小型公司增長基金 A類 Acc 美元
LU0476943963	鄧普頓環球總收益基金 A類 Acc 港元
LU0390135332	鄧普頓亞洲小型公司基金 A類 Acc 美元
LU0229948087	富蘭克林環球物業收益基金 A類 Acc 美元
LU0476943617	鄧普頓環球債券基金 A類 MDis 港元
LU0476943708	鄧普頓環球總收益基金 A類 MDis 港元
LU0109391861	富蘭克林美國機會基金 A類 Acc 美元
LU0441901922	鄧普頓新興市場債券基金 A類 MDis 美元
LU0543330483	鄧普頓亞洲增長基金 A類 Acc 港元
LU0543330566	鄧普頓新興四強基金 A類 Acc 港元
LU0608807433	鄧普頓新興市場動力入息基金
HK0000127438	鄧普頓中國機會基金 A類 Acc 美元
HK0000127776	鄧普頓中國機會基金 A類 Acc 港元
LU0708994347	鄧普頓新興市場債券基金 A類 MDis 港元
LU0352132285	富蘭克林中東北非基金 A類 Acc 歐元
LU0708995070	富蘭克林美國股票基金 A類 Acc 港元
LU0708994859	鄧普頓環球美元基金 A類 Acc 港元
LU0536402737	鄧普頓環球總收益基金 A類 MDis 澳元 (對沖)
HK0000283264	鄧普頓智選環球股票基金 A類 Acc 美元
HK0000283280	鄧普頓智選環球股票基金 A類 Acc H1-人民幣
HK0000283298	富蘭克林智選環球多元資產入息基金 A類 MDis 美元
HK0000283314	富蘭克林智選環球多元資產入息基金 A類 MDis H1-人民幣
CNE1000025B5	富蘭克林國海潛力組合混合型證券投資基金 H類-人民幣
HK0000283306	富蘭克林智選環球多元資產入息基金 A類 MDis 港元
HK0000283272	鄧普頓智選環球股票基金 A類 Acc 港元
LU0348825331	安聯中國股票基金 A類 Dis 美元
LU0348751388	安聯日本股票基金 - A類Dis美元
LU0348756692	安聯韓國股票基金 A類 Dis 美元
LU0348783233	安聯東方入息基金 A類 Dis 美元
LU0348798264	安聯泰國股票基金 A類 Dis 美元
LU0348735423	安聯香港股票基金 A類 Dis 美元
LU0348744763	安聯印尼股票基金 A類 Dis 美元
LU0348723411	安聯全球高成長科技基金 A類 Dis 美元
LU0348766576	安聯小龍基金 A類 Dis 美元
LU0348805143	安聯老虎基金 A類 Dis 美元
LU0348814723	安聯總回報亞洲股票基金 A類 Dis 美元
LU0348784397	安聯東方入息基金 AT類 Acc 美元
LU0348786921	安聯東方入息基金 P類 Dis 美元
LU0348767384	安聯小龍基金 AT類 Acc 美元
LU0348816934	安聯總回報亞洲股票基金 AT類 Acc 美元
LU0342689089	安聯環球農產品趨勢基金 AT類 Acc 美元
LU0342688198	安聯環球農產品趨勢基金 A類 Dis 歐元
LU0293314216	安聯全球新興市場高息股票基金 AT類 Acc 美元
LU0293313325	安聯全球新興市場高息股票基金 AT類 Acc 歐元
IE00B11XZ657	PIMCO 環球實質回報基金 E類 Acc 美元
IE00B11XZ988	PIMCO 總回報債券基金 E類 Acc 美元
IE00B2R34T20	PIMCO 環球投資級別債券基金 E類 Inc 美元 (QDis)
IE00B3K7XK29	PIMCO 環球投資級別債券基金 E類 Acc 美元
IE00B11XYX59	PIMCO 新興市場債券基金 E類 Acc 美元
IE00B193ML14	PIMCO 環球高孳息債券基金 E類 Inc 美元 (QDis)
LU0348788117	安聯新興亞洲股票基金A類 Dis 美元
IE00B0M2Y900	PIMCO 總回報債券基金 E類 Inc 美元 (QDis)
IE00B1D7YK27	PIMCO 多元化入息基金 E類 Acc 美元
LU0256863811	安聯美國股票基金 A類 Dis 美元
IE00B464Q616	PIMCO 新興亞洲債券基金 E類 Inc 美元 (MDis)
LU0674994412	安聯美元高收益基金 AT類 Acc 美元
LU0634319403	安聯香港股票基金 AT類 Acc 港元
IE00B193MK07	PIMCO 多元化入息基金 E類 Inc 美元
LU0516397667	安聯美元高收益基金 AM類 Dis 美元
IE00B3Y5VT74	PIMCO 多元化入息基金 MRetl類 Inc 美元
IE00B11XZ434	PIMCO 環球投資級別債券基金 E類 Acc 歐元 (對沖)
LU0300736062	富蘭克林天然資源基金 A類 Acc 美元
LU0098860363	富蘭克林美國股票基金 A類 Acc 美元
LU0498741114	富蘭克林黃金及貴金屬基金 A類 Acc 港元
LU0496367417	富蘭克林黃金及貴金屬基金 A類 Acc 美元
IE00B11XZB05	PIMCO 總回報債券基金 E類 Acc 歐元 (對沖)
IE00B0MD9S72	PIMCO 新興市場債券基金 E類 Inc 美元 (QDis)
IE00B1D7YM41	PIMCO 環球高孳息債券基金 E類 Acc 美元
LU0396098781	安聯中國多元入息基金 AT類 Acc 美元
LU0689472784	安聯收益及增長基金AT類 Acc 美元
LU0820561818	安聯收益及增長基金AM類 Dis 美元
LU0820561909	安聯收益及增長基金AM類 Dis 港元
LU0256839191	安聯歐洲成長基金 A類 Dis 歐元
LU0256839274	安聯歐洲成長基金 AT類 Acc 歐元
LU0706718086	安聯亞洲靈活債券基金 AM類 Dis 港元
LU0745992734	安聯亞洲靈活債券基金 AM類 Dis 美元
LU0745992494	安聯亞洲靈活債券基金 AT類 Acc 美元
LU0648948544	安聯亞洲多元入息基金 AM類 Dis 港元
LU0488056044	安聯亞洲多元入息基金 AM類 Dis 美元
LU0204485717	安聯亞太股票基金 A類 Dis 美元
LU0101244092	安聯全球股票基金AT類 Acc 美元
LU0384037296	安聯亞洲多元入息基金 AT類 Acc 美元
LU0204480833	安聯亞太股票基金 A類 Dis 歐元
LU0101257581	安聯全球股票基金 AT類 Acc 歐元
LU0561508036	安聯中國股票基金 A類 Dis 港元
LU0348827113	安聯中國股票基金 AT類 Acc 美元
LU0589944569	安聯新興亞洲股票基金AT類 Acc 港元
LU0820562030	安聯收益及增長基金AM類 Dis H2-澳元對沖
LU0820562113	安聯收益及增長基金AM類 Dis H2-加元對沖
LU0913601281	安聯收益及增長基金AM類 Dis H2-歐元對沖
LU0820562386	安聯收益及增長基金AM類 Dis H2-英鎊對沖
LU0943347566	安聯收益及增長基金AM類 Dis H2-新加坡元對沖
LU0761598746	安聯美元高收益基金 AM類 Dis 新加坡元
LU0648978533	安聯美元高收益基金 AM類 Dis 港元
LU0674994503	安聯美元高收益基金 AT類 Acc 港元
LU0971552673	安聯歐洲股息基金 AM類 Dis H2-美元(對沖)
LU0971552830	安聯歐洲股息基金 AM類 Dis H2-港元(對沖)
HK0000211927	安聯寰通收益及增長基金  AM Dis H2-人民幣 (對沖)
LU0649033221	安聯美元高收益基金 AM類 Dis H2-澳元
LU0815945547	安聯港元收益基金 AM類 Dis 港元
LU0880094791	安聯港元收益基金 AT類 Acc 港元
LU0857590862	安聯歐洲成長基金 A類 Acc 美元 (對沖)
LU0994605391	安聯收益及增長基金AM類 Dis H2-紐元對沖
LU1400636814	安聯歐洲收益及增長基金 AMg類 Dis 歐元
LU1400636731	安聯歐洲收益及增長基金 AMg類 Dis H2-澳元
LU1400636574	安聯歐洲收益及增長基金 AMg類 Dis H2-港元
LU1400636491	安聯歐洲收益及增長基金 AMg類 Dis H2-美元
LU1282649901	安聯動力亞洲高收益債券基金 AMg類 Dis 美元
LU1282650073	安聯動力亞洲高收益債券基金 AMg類 Dis 港元
LU1282650156	安聯動力亞洲高收益債券基金 AMg類 Dis H2-澳元
LU1282650404	安聯動力亞洲高收益債券基金 AMg類 Dis H2-加元
LU1282650313	安聯動力亞洲高收益債券基金 AMg類 Dis H2-英鎊
LU1282650586	安聯動力亞洲高收益債券基金 AMg類 Dis H2-新西蘭元
LU1282650669	安聯動力亞洲高收益債券基金 AMg類 Dis H2-新加坡元
LU1311290768	安聯動力亞洲高收益債券基金 AMg類 Dis H2-歐元
IE00B92ZW543	PIMCO GIS 收益基金 E類 Inc 港元
IE00B7KFL990	PIMCO GIS 收益基金 E類 Acc 美元
IE00B8K7V925	PIMCO GIS 收益基金 E類 Inc 美元
IE00BD8DFW88	PIMCO GIS 收益基金 E類 Inc 澳元對沖
IE00B84J9L26	PIMCO GIS 收益基金 E類 Acc 歐元對沖
IE00B8N0MW85	PIMCO GIS 收益基金 E類 Inc 歐元對沖
LU1720051108	安聯環球人工智能股票基金 AT Acc 港元
LU1548497426	安聯環球人工智能股票基金 AT Acc 美元
LU0820562469	安聯收益及增長基金AM類 Dis H2-人民幣對沖
LU1997245177	安聯神州A股基金 AT類 Acc 美元
KYG9317Q1047	惠理中華匯聚基金 Acc 美元
HK0000288735	惠理高息股票基金 A1類 Acc 美元
KYG9317Q1120	惠理中國大陸焦點基金 Acc 美元
KYG9317M1033	惠理中華新星基金 Acc 港元
HK0000264884	惠理價值基金 C類 Acc 美元
KYG9318Y1061	惠理臺灣基金 Acc 美元
HK0000288743	惠理高息股票基金 A2類 MDis 美元
KYG9319N1097	惠理大中華高收益債券基金 P類 Acc 美元
KYG9319N1253	惠理大中華高收益債券基金 P類 Acc 港元
KYG9319N1337	惠理大中華高收益債券基金 P類 MDis 港元
HK0000264892	惠理價值基金 C類 澳元 (對沖)
HK0000288750	惠理高息股票基金 A類 MDis 澳元 (對沖)
HK0000288818	惠理高息股票基金 A2類 MDis 人民幣 (非對沖類別)
HK0000402450	惠理亞洲總回報債券基金 A類 Acc 美元
HK0000116340	海通中華基金 Acc 港元
HK0000098423	海通中國人民幣收益基金 A類 Inc 人民幣
LU0307460666	瀚亞投資 - 中國股票基金 A類 Acc 美元
LU0211977185	瀚亞投資－大中華股票基金 A類 Acc 美元
LU0307460823	瀚亞投資－印尼股票基金 A類 Acc 美元
LU0149983909	瀚亞投資 - 美國優質債券基金 A類 Acc 美元
LU0149982760	瀚亞投資 - 美國特優級債券基金 A類 Acc 美元
LU0154355936	瀚亞投資 - 亞洲債券基金 A類 Acc 美元
LU0163747925	瀚亞投資－亞洲股票基金 A類 Acc 美元
LU0315178854	瀚亞投資－亞洲股票收入基金 A類 Acc 美元
LU0588545730	瀚亞投資－亞洲股票收入基金 ADM類 美元
LU0795476463	瀚亞投資－亞洲股票收入基金 AADM類 澳元 (對沖)
LU0315179829	瀚亞投資－亞洲當地債券基金 A類 Acc 美元
LU0795475739	瀚亞投資－亞洲當地債券基金 AADM類 澳元 (對沖)
LU0428352859	瀚亞投資－亞洲當地債券基金 ADM類 美元
LU0289051731	瀚亞投資 - 亞洲物業證券基金A類Acc美元
LU0640798830	瀚亞投資 - 中國股票基金 AH類 港元 (對沖)
LU0259732245	瀚亞投資－中印基金 A類 Acc 美元
LU0640798327	瀚亞投資－中印基金 AH類 港元(對沖)
LU0640798244	瀚亞投資－大中華股票基金 AH類 港元 (對沖)
LU0307461987	瀚亞投資－香港股票基金 A類 Acc 美元
LU0640798756	瀚亞投資－香港股票基金 AH類 港元 (對沖)
LU0307460401	瀚亞投資－印度股票基金 A類 Acc 美元
LU0149984543	瀚亞投資－美國高收益基金 A類 Acc 美元
LU0795476117	瀚亞投資－美國高收益基金 AADM類 澳元 (對沖)
LU0428352420	瀚亞投資－美國高收益基金 ADM類 美元
LU0428352776	瀚亞投資－亞洲債券基金 ADM類美元
LU0811022283	瀚亞投資－亞洲債券基金 AHDM 類港元
LU0801099465	瀚亞投資 - 亞洲高收益債券基金 A類美元
LU0756523055	瀚亞投資－亞洲高收益債券基金 ADM類美元
LU0354059684	瀚亞投資－全球通基金 A類美元
LU1522347837	瀚亞投資 - 亞洲低波幅股票基金 A類美元
LU0640798160	瀚亞投資 - 環球新興市場動力股票基金 A類 美元
LU0170899867	瀚亞投資 - 全球價值股票基金 A類 美元
IE00B8HR5X72	創凱富國債券基金 Ord類 Acc 美元
IE00BG6MV421	創凱亞太股票入息基金 Ord類 Acc 美元
IE00B7TWVK27	創凱中國股票基金 Ord類 Acc 美元
IE00B3PHBL43	創凱美國增長基金 Ord類 Acc 美元
HK0000371796	創凱香港單位信託系列 – 創凱數碼世紀基金 Ord Acc 美元
IE00BKDK1M51	創凱富國債券基金 Ord類 Inc (M) 美元
IE00B12V2T05	柏瑞環球基金 - 柏瑞歐洲新興股票基金 A類 Ret 美元
IE00B12V2W34	柏瑞環球新興市場債券基金 A類 美元
IE00B0JY6N72	柏瑞環球新興市場重點股票基金 A類
IE00B0JY6M65	柏瑞印度股票基金 A類 美元
IE00B1B80R65	柏瑞拉丁美洲股票基金 A類 美元
HK0000073939	柏瑞港元固定收益基金 港元
HK0000073368	柏瑞香港股票基金 港元
IE00B2N6FJ21	柏瑞環球策略收益基金 A類 美元
IE00B12V2V27	柏瑞亞洲﹝日本除外﹞小型公司股票基金 A類 美元
IE0034235303	柏瑞環球基金 - 柏瑞美國研究增值核心股票基金 A類 Ret 美元
IE00B0VPN609	柏瑞環球基金 - 柏瑞日本中小型公司股票基金 A類 Ret 美元
IE0034235071	柏瑞環球基金 - 柏瑞歐洲研究增值股票基金 A類 Ret 美元
IE0030412666	柏瑞環球基金 - 柏瑞歐洲小型公司股票基金 A1類 Ret 歐元
IE0003895053	柏瑞環球基金 - 柏瑞亞洲動態資產配置基金 L類 Ret 美元
IE00B3QK8V11	柏瑞環球基金 - 柏瑞環球新興市場當地貨幣債券基金 A類 Ret 美元
IE0034235188	柏瑞環球基金 - 柏瑞環球重點股票基金 A類 Ret 美元
LU0260085492	木星歐洲增長基金 L類 Acc 歐元
LU0966834136	木星歐洲增長基金 L類 Acc 美元 (對沖)
LU0260086623	木星歐洲機遇基金 L Acc 歐元
LU0365089902	木星印度精選基金 L類 Inc 美元
LU0459992896	木星動力債券基金 L類 Q Inc 歐元
LU0522255313	木星全球可換股證券基金 L類 Acc 歐元
LU0522255669	木星全球可換股證券基金 L類 Acc 美元 (對沖)
LU0459992979	木星動力債券基金 L類 QInc 美元 (對沖)
LU0992293067	木星動力債券基金 L類 Minc 美元 (對沖)
HK0000181096	大成中國靈活配置基金 A類 人民幣
HK0000181112	大成中國靈活配置基金 A類 港元
HK0000181138	大成中國靈活配置基金 A類 美元
HK0000283249	大成海外中國概念基金 A類 美元
HK0000283223	大成海外中國概念基金 A類 港元
