"","IE0030016244","LU0640798830","LU1046421878","LU0028119013","LU0123357419","LU0048622798","LU0055114457","HK0000194255","LU0050427557","LU0261959422","LU0111491626","IE0000830129","LU0742537680","LU0353647653","LU0367025839","LU0122376428","LU0386018732","LU0050372472","LU0261952419","LU0532244745","LU0125727601","LU0823389423","LU0072462343","LU0011963328","LU0172157280","LU0717748213","LU0132414144","LU0011963674","IE0004868828","LU0367024519","LU0745992734","IE00B3YQ9180","LU0237698757","LU1775951525","LU1046420557","LU0261952922","LU0161332480","IE00B62P4Q86","IE00B4YN5X00","LU0052588471","IE00B237VG42","LU0048574536","LU0823413587","LU0011850392","LU0048621717","LU0119750205","LU0149503202","LU0794788066","LU0794787928","LU0971552673","LU0348825331","GB0030655780","LU0982800228","LU0396313180","LU0354059684","GB00B3B9VC56","LU0307460401","LU1775955435","GB00B3B9V927","LU0265550359","LU0871640040","LU1023057109","LU0428352859","LU1046420987","LU0314106062","IE00B3Y5VT74","LU0252652382","IE00B464Q616","LU1023062109","LU0196876865"
"2018-02-28 08:00:00",20.07,13.541,13.88,25.25,16.68,6.8,29.8,86.53,38.491,22.07,42.73706,108.31,13.72,13.78,8.93104,17.58,0.9757,28.66,23.82,8.64,68.55,75.17,46.6,40.7195,33.82,13.0672,45.8409,517.23,192.51003,8.24,7.86,147.21,14.45,9.39,14.78,10.97,36595,70.94,10086.84,17.751,34.76,56.802,719.96,109.91,2.761,18.84,27.02,8.3957,8.4376,9.72,68.26,44.9647,9.5,20.8123,13.642,2.935,14.209,95.85,210.9,14.05,6.31,18.41,9.257,9.226,0.81408,10.54,29.38,7.8464,14.94,1.822
"2018-03-01 08:00:00",19.85,13.589,13.6,24.92,16.28,6.807,29.98,86.28,38.511,21.77,42.27029,108.52,13.57,13.62,8.92573,17.06,0.9738,28.69,23.53,8.63,67.64,75.03,46.67,40.4299,32.93,13.0502,45.821,506.4054,192.6877,8.05,7.87,146.16,14.43,9.38,14.81,10.9703,35893,70.87,10160.53,17.613,34.64,56.492,717.98,107.98,2.751,18.55,26.74,8.4313,8.7854,9.57,68.65,44.5876,9.48,20.6871,13.475,2.908,14.13,95.9,210.4,13.81,6.31,18.51,9.254,9.2,0.79737,10.55,29.2,7.8557,14.63,1.7931
"2018-03-02 08:00:00",19.66,13.239,13.3,24.55,16.31,6.803,29.71,86.13,38.048,21.41,41.30876,107.23,13.43,13.37,8.91607,16.86,0.9741,28.7,23.13,8.63,66.33,74.98,45.99,40.1537,32.2,13.0303,45.7532,497.3605,189.48973,8.06,7.87,145.17,14.22,9.26,14.65,10.9706,34927,70.76,9978.45,17.376,34.38,55.988,713.33,105.78,2.726,18.24,26.47,8.4138,8.7696,9.44,67.63,43.754,9.43,20.6937,13.323,2.892,,95.64,208.6,13.68,6.3,18.13,9.271,9.157,0.79473,10.54,29.13,7.8557,14.38,1.7773
"2018-03-05 08:00:00",19.69,13.213,13.48,24.69,16.43,6.803,29.63,85.84,38.55,21.66,41.55147,105.69,13.64,13.5,8.88709,17.08,0.9741,28.66,23.3,8.63,66.9,75.05,45.41,40.0455,31.96,13.0363,45.6885,495.585,187.95983,8.12,7.87,144.3,14.3,9.17,14.68,10.9716,35294,70.62,9814.46,17.426,34.11,56.221,713.23,106.53,2.747,18.28,26.55,8.387,8.7415,9.41,66.58,44.012,9.46,20.4559,13.342,2.886,13.998,95.56,207.9,13.74,6.28,17.92,9.275,9.185,0.79591,10.53,29.25,7.8557,14.44,1.8003
"2018-03-06 08:00:00",20.01,13.55,13.49,24.89,16.71,6.805,29.4,86.23,39.12,21.65,41.56081,107.02,13.69,13.5,8.93539,17.44,0.9766,28.64,23.19,8.64,67.25,75.33,46.11,40.5753,32.91,13.0307,45.7744,503.7164,187.18008,8.25,7.87,145.75,14.19,9.31,14.79,10.972,35523,70.71,10006.02,17.505,34.52,56.318,726.31,107.71,2.759,18.5,26.82,8.4022,8.756,9.5,67.63,44.4288,9.47,20.5682,13.5,2.929,13.888,95.63,209.6,13.87,6.3,18.37,9.283,9.187,0.81076,10.54,29.21,7.8464,14.6,1.8232
"2018-03-07 08:00:00",19.93,13.399,13.63,24.78,16.52,6.808,28.85,86.11,38.393,21.81,41.71018,106.44,13.69,13.52,8.95471,17.24,0.9764,28.68,23.26,8.63,67.51,75.22,45.83,40.2115,32.37,13.0238,45.8155,499.9009,185.32447,8.16,7.87,144.43,14.28,9.31,14.79,10.9723,35375,70.84,9983.77,17.574,34.42,55.979,722.98,105.94,2.77,18.37,26.88,8.4191,8.7734,9.43,67.55,44.1609,9.47,20.5506,13.474,2.929,13.788,95.8,210.3,13.82,6.31,18.18,9.297,9.189,0.80871,10.54,29.16,7.8464,14.59,1.8086
"2018-03-08 08:00:00",20.08,13.592,13.79,24.97,16.57,6.81,29.17,86.11,38.501,22.1,42.03691,107.23,13.79,13.68,9.00301,17.27,0.9754,28.68,23.61,8.63,68.37,74.99,46.36,40.3904,32.01,13.0064,45.7357,501.0878,186.66682,8.18,7.86,145.76,14.46,9.41,14.93,10.9727,35418,70.79,10113.55,17.721,34.64,56.395,725.16,106.15,2.792,18.53,26.84,8.4103,8.7637,9.48,68.43,44.7861,9.48,20.5894,13.525,2.928,13.797,95.67,210.1,13.92,6.31,18.41,9.283,9.21,0.81047,10.54,29.26,7.837,14.81,1.8071
"2018-03-09 08:00:00",20.16,13.694,13.83,25.06,16.48,6.793,29.28,86.36,39.268,22.26,42.04625,107.96,13.89,13.72,9.03199,17.43,0.9758,28.72,23.78,8.63,68.63,75.16,46.6,40.6033,32.46,12.9968,45.7438,503.8266,187.5058,8.14,7.86,146,14.51,9.49,15.04,10.973,35944,70.79,10222.51,17.741,34.82,56.909,732.09,107.32,2.799,18.69,26.91,8.4112,8.763,9.54,68.91,45.054,9.5,20.7204,13.584,2.934,13.743,95.71,211.1,13.98,6.31,18.59,9.274,9.227,0.8135,10.55,29.37,7.837,14.93,1.8161
"2018-03-12 08:00:00",20.4,13.951,13.86,25.22,16.77,6.798,29.48,86.78,39.366,22.28,42.18628,110.02,13.95,13.76,9.05131,17.46,0.9763,28.73,23.87,8.63,68.94,75.09,47.42,40.7154,32.48,12.9837,45.7767,511.9234,190.22013,8.28,7.86,147.1,14.57,9.65,14.95,10.9741,36075,70.91,10406.67,17.781,35.24,56.821,738.86,107.67,2.798,18.83,27.26,8.4171,8.7682,9.58,70.14,45.3815,9.52,20.9481,13.68,2.974,14.006,95.9,213.6,14.07,6.32,18.98,9.282,9.238,0.81623,10.56,29.31,7.837,14.97,1.8221
"2018-03-13 08:00:00",20.36,13.923,13.63,25.24,16.75,6.809,29.21,87.07,39.278,22.06,41.8222,110.18,13.9,13.62,9.07063,17.39,0.9766,28.75,23.75,8.63,67.9,75.19,47.55,40.6155,32.63,12.9802,45.7596,514.5422,189.38115,8.27,7.86,146.61,14.48,9.69,14.96,10.9745,36204,70.89,10417.6,17.633,35.28,56.57,738.54,106.65,2.778,18.79,27.18,8.4175,8.7682,9.58,70.14,45.4411,9.5,20.9653,13.706,2.951,14.076,95.93,211.3,14.1,6.32,18.98,9.294,9.221,0.81272,10.56,29.29,7.837,14.9,1.8152
"2018-03-14 08:00:00",20.27,13.877,13.62,25.18,16.64,6.824,28.9,86.95,38.943,22.01,41.73818,110.06,13.83,13.6,9.08995,17.41,0.9763,28.74,23.61,8.63,67.79,75.16,47.42,40.4723,32.83,12.9638,45.7497,511.7693,188.51257,8.21,7.86,145.69,14.48,9.62,14.95,10.9748,35964,70.89,10339.1,17.633,35.2,56.347,738.09,105.65,2.782,18.71,27.17,8.4118,8.7618,9.51,69.59,45.1533,9.49,20.9669,13.646,2.937,14.047,95.86,209.1,14,6.31,18.95,9.318,9.213,0.80607,10.56,29.25,7.837,14.79,1.7977
"2018-03-15 08:00:00",20.2,14.022,13.73,25.05,16.54,6.818,28.66,86.72,38.638,22.08,41.99023,109.92,13.85,13.65,9.09961,17.28,0.9754,28.8,23.74,8.63,68.25,74.95,47.52,40.2973,32.64,12.9668,45.7698,512.0393,187.19982,8.16,7.87,145.62,14.57,9.6,15.06,10.9752,36314,70.82,10408.62,17.692,35.16,56.463,739.25,104.61,2.787,18.6,27.05,8.4033,8.752,9.48,69.82,44.8953,9.49,20.9642,13.633,2.925,13.974,95.87,208.9,13.99,6.3,19.1,9.319,9.213,0.80734,10.55,29.27,7.837,14.87,1.7855
"2018-03-16 08:00:00",20.15,14.048,13.73,24.95,16.37,6.815,28.59,86.57,38.442,22,42.27963,109.89,13.84,13.66,9.08995,17.26,0.9734,28.8,23.78,8.63,68.29,74.82,47.28,40.4564,32.88,12.9608,45.7278,510.4464,187.67359,8.08,7.86,146.06,14.64,9.58,15.03,10.9756,36111,70.84,10414.78,17.731,35.12,56.783,740.3,104.81,2.791,18.67,26.95,8.3946,8.741,9.5,69.81,44.9052,9.49,20.99,13.633,2.904,13.743,95.86,206.8,14.03,6.3,19.03,9.313,9.221,0.80822,10.55,29.34,7.837,14.93,1.7782
"2018-03-19 08:00:00",,14.015,13.56,24.95,16.57,6.828,28.52,86.45,37.793,21.75,41.72885,,13.73,13.53,9.08995,17.09,0.9732,28.78,23.44,8.61,67.65,74.67,46.87,40.4825,32.11,12.9568,45.7238,505.7958,,8.17,7.86,,14.5,9.58,14.87,10.9767,35396,,,17.613,,56.26,731.39,103.54,2.758,18.59,27.09,8.3994,8.7441,9.49,69.76,44.7861,9.47,20.871,13.563,2.89,13.538,95.86,204.7,13.91,6.3,18.95,9.293,9.193,0.80421,10.54,29.26,7.8277,14.79,1.7682
"2018-03-20 08:00:00",19.97,14.071,13.66,24.94,16.26,6.801,28.38,86.27,37.94,21.8,41.96223,109.29,13.7,13.58,9.07063,17.19,0.9724,28.79,23.58,8.6,68.1,74.62,47.09,40.462,32.16,12.9233,45.6079,500.3275,185.95616,8.02,7.85,145.31,14.6,9.54,15,10.9771,35535,70.74,10439.93,17.682,35.04,56.599,737.74,104.37,2.762,18.6,26.84,8.3843,8.7273,9.42,69.62,44.8456,9.47,20.839,13.558,2.87,13.598,95.49,203.8,13.87,6.28,18.9,9.302,9.192,0.80275,10.53,29.41,7.8184,14.83,1.7745
"2018-03-21 08:00:00",19.99,13.967,13.69,24.9,16.44,6.791,28.62,86.35,38.343,21.8,41.92489,109.09,13.71,13.54,9.04165,17.59,0.9727,28.78,23.64,8.6,68.12,74.69,47.1,40.4778,32.45,12.9147,45.481,500.3055,186.2424,8.11,7.84,145.86,14.56,9.52,14.95,10.9775,35605,70.72,10446.35,17.652,34.93,56.947,735.19,105.73,2.74,18.57,26.98,8.3851,8.7256,9.44,69.52,44.7662,9.46,20.7917,13.546,2.862,13.647,95.26,202.7,13.86,6.28,18.79,9.284,9.186,0.80236,10.53,29.41,7.809,14.8,1.7971
"2018-03-22 08:00:00",20.02,13.538,13.48,24.84,17.07,6.824,28.24,86.31,38.166,21.56,41.16873,108.57,13.58,13.36,9.03199,17.45,0.9729,28.85,23.14,8.61,67.06,74.8,46.44,40.4164,32.07,12.9058,45.5341,506.6127,184.95926,8.42,7.84,145.8,14.52,9.47,14.77,10.9779,35335,70.73,10314.87,17.534,34.82,56.192,720.24,104.24,2.702,18.47,27,8.3902,8.7302,9.39,68.66,44.3395,9.43,20.7786,13.465,2.86,13.603,95.33,200.5,13.71,6.28,18.38,9.296,9.157,0.79219,10.53,29.27,7.8184,14.57,1.7804
"2018-03-23 08:00:00",19.62,13.336,13.28,24.47,16.69,6.817,28.04,85.7,37.734,21.38,40.75797,105.74,13.45,13.28,8.98369,17.61,0.9729,28.83,22.77,8.59,66.25,74.72,45.34,39.712,32,12.9053,45.537,486.2369,182.0574,8.23,7.84,142.64,14.29,9.21,14.54,10.9783,34309,70.62,9945.9,17.396,34.24,55.62,716.35,103.61,2.688,18.21,26.45,8.378,8.7172,9.24,66.45,43.7143,9.39,20.4698,13.312,2.803,13.475,95.21,197.5,13.62,6.26,17.93,9.28,9.119,0.79239,10.52,29.17,7.8184,14.54,1.775
"2018-03-26 08:00:00",19.67,13.425,13.16,24.53,16.81,6.82,27.95,85.52,37.97,21.18,40.57127,106.81,13.46,13.17,8.93539,17.55,0.9741,28.83,22.47,8.58,65.8,75.01,45.86,39.6184,31.65,12.8965,45.4429,490.2477,181.93896,8.29,7.84,141.85,14.14,9.25,14.58,10.9796,34073,70.56,9965.94,17.307,34.31,55.175,724.56,102.53,2.663,18.35,26.39,8.3688,8.7061,9.33,66.47,44.0021,9.38,20.4307,13.306,2.815,13.658,95.03,196.9,13.58,6.26,18.1,9.294,9.116,0.79512,10.52,29.29,7.809,14.44,1.7629
"2018-03-27 08:00:00",19.83,13.541,13.38,24.52,16.87,6.822,28,85.77,38.068,21.48,41.0567,107.69,13.67,13.34,8.97403,17.66,0.974,28.88,22.92,8.59,66.77,75.19,46.44,39.781,31.86,12.8928,45.4848,503.347,183.36028,8.31,7.84,143.24,14.37,9.38,14.82,10.98,35173,70.6,10152.69,17.455,34.58,55.717,722.09,102.97,2.7,18.29,26.61,8.37,8.7065,9.33,67.76,44.0319,9.42,20.559,13.405,2.828,13.702,95.1,199.3,13.65,6.28,18.38,9.338,9.151,0.79835,10.54,29.29,7.8184,14.53,1.7667
"2018-03-28 08:00:00",19.64,13.154,13.31,24.31,16.67,6.847,27.6,85.54,37.291,21.65,41.29942,105.28,13.63,13.44,8.97403,17.33,0.9731,28.9,22.86,8.59,67,75.11,45.23,39.5116,31.11,12.8715,45.6382,501.8981,181.41583,8.22,7.84,142.03,14.52,9.18,14.58,10.9804,35090,70.6,9828.49,17.465,34.15,55.272,712.48,101.68,2.714,18.2,26.31,8.3791,8.714,9.26,66.2,43.7342,9.43,20.4005,13.277,2.816,13.521,95.45,198.1,13.6,6.26,17.78,9.342,9.159,0.79591,10.55,29.59,7.8255,14.5,1.7339
"2018-03-29 08:00:00",19.62,13.162,13.44,24.31,16.4,6.851,28.09,85.49,38.088,21.7,41.43012,105.47,13.64,13.48,9.05131,17.29,0.9737,28.92,23.09,8.6,67.22,75.27,45.44,39.4596,31.36,12.8738,45.6412,505.7374,182.97534,8.08,7.84,141.24,14.71,9.22,14.69,10.9808,35534,70.57,9805.91,17.554,34.16,55.398,716.5,102.74,2.708,18.4,26.28,8.3751,8.709,9.42,65.68,44.0815,9.45,20.4293,13.299,2.798,,95.48,197.9,13.63,6.27,17.76,9.353,9.175,0.79874,10.57,29.61,7.8255,14.59,1.7582
"2018-03-30 08:00:00",,,13.44,,,6.851,27.97,,38.412,21.68,,,13.68,13.49,,,,,22.98,8.6,,,,,,,,,,,,,14.66,,14.66,10.9812,35554,,,17.544,,55.059,,,2.707,,,,,,,,9.45,,,,,,,,,,,9.177,,,,,,
"2018-04-02 08:00:00",,,13.31,,,6.859,28.15,,37.999,21.49,,,13.48,13.36,,,,,22.72,8.6,,,,,,,,,,,,,14.53,,14.56,10.9824,35014,,,17.445,,55.039,,,2.68,,,,,,,,9.42,,,,,,,,,,,9.146,,10.57,29.54,7.8349,,
"2018-04-03 08:00:00",19.54,13.184,13.31,24.12,16.34,6.845,28.34,85.47,37.95,21.58,41.27142,105.55,13.52,13.42,9.01267,17.15,0.9743,28.92,22.87,8.6,66.85,75.37,45.58,39.3534,32.03,12.8967,45.8061,505.7013,183.77483,8.05,7.85,141.24,14.65,9.22,14.68,10.9828,35430,70.57,9829.71,17.465,34.18,55.126,716.11,103.23,2.696,18.34,26.08,8.3734,8.704,9.38,65.72,43.8533,9.43,20.3841,13.261,2.785,13.742,95.76,197.5,13.52,6.25,17.77,9.386,9.16,0.79385,10.56,29.68,7.8349,14.56,1.7468
"2018-04-04 08:00:00",19.41,12.946,13.23,23.93,16.32,6.846,28.02,85.26,37.596,21.42,41.22474,103.2,13.57,13.38,9.03199,17.22,0.9743,28.95,22.86,8.61,66.52,75.31,44.63,39.2184,31.29,12.8949,45.8141,506.2639,176.73732,8.04,7.85,139.4,14.66,9.09,14.54,10.9832,35036,70.6,9559.47,17.416,33.86,54.72,706.95,102.51,2.694,18.17,25.92,8.3767,8.707,9.4,64.66,43.3174,9.42,20.2784,13.2,2.758,13.568,95.87,195.4,13.55,6.27,17.36,9.377,9.155,0.78897,10.56,29.75,7.8349,14.38,1.7373
"2018-04-05 08:00:00",19.9,,13.63,24.22,16.73,6.824,28.02,,38.727,21.91,42.09292,105.38,13.78,13.65,9.08029,17.76,0.9759,28.93,23.45,8.61,68.47,75.36,45.7,39.6022,32.07,12.9215,45.8425,513.0197,181.56389,8.24,7.84,141.79,14.82,9.24,14.7,10.9836,35704,70.6,9776.33,17.682,34.35,55.107,713.12,104.39,2.746,18.56,26.66,8.3806,8.7097,9.56,,44.1708,9.48,20.416,13.36,2.803,13.902,95.94,198.3,13.74,6.28,17.84,9.386,9.203,0.80314,10.58,29.9,7.8255,14.71,1.7657
"2018-04-06 08:00:00",19.98,13.077,13.57,24.29,17.15,6.845,27.86,85.36,37.753,21.91,41.96223,105.14,13.74,13.63,9.07063,17.85,0.9757,28.92,23.08,8.61,68.17,75.25,45.21,39.4942,31.93,12.936,45.9633,510.7157,182.03766,8.44,7.84,142.02,14.78,9.18,14.59,10.984,34970,70.8,9763.71,17.682,34.32,54.758,709.79,103.93,2.74,18.65,26.81,8.4129,8.7429,9.63,65.13,44.3197,9.47,20.4669,13.351,2.826,13.88,96.18,200.6,13.78,6.29,17.63,9.378,9.2,0.80724,10.58,29.67,7.8349,14.75,1.7643
"2018-04-09 08:00:00",19.81,13.189,13.61,24.22,16.82,6.846,28.33,85.62,37.537,22.02,42.04625,106.02,13.84,13.66,9.06097,17.72,0.9758,28.93,23.14,8.62,68.24,75.05,45.43,39.634,31.13,12.9384,45.959,510.5779,182.99508,8.28,7.85,142.43,14.77,9.18,14.75,10.9853,35345,70.8,9791.25,17.712,34.34,55.252,710.9,95.88,2.738,18.63,26.35,8.418,8.7459,9.68,65.4,44.3494,9.49,20.6909,13.32,2.805,13.95,96.28,197.8,13.71,6.29,17.7,9.386,9.211,0.80666,10.58,29.53,7.8349,14.72,1.6483
"2018-04-10 08:00:00",20.06,13.408,13.75,24.32,17.08,6.843,28.82,85.97,37.399,22.16,42.34498,106.5,13.9,13.77,9.08029,18.02,0.977,28.91,23.32,8.63,68.84,74.8,45.96,39.9252,31.93,12.9496,45.7191,512.3148,183.93276,8.41,7.85,143.56,14.78,9.26,14.78,10.9858,35626,70.86,10012.96,17.781,34.61,55.62,719.41,95.51,2.765,18.81,26.66,8.4239,8.7522,9.7,66.41,44.538,9.5,20.7805,13.398,2.838,13.947,95.95,199.4,13.78,6.3,18.02,9.394,9.231,0.81487,10.58,29.58,7.8443,14.84,1.6374
"2018-04-11 08:00:00",20.14,13.427,13.63,24.64,17.54,6.853,29.09,86.1,37.812,21.99,42.20495,107.34,13.87,13.68,9.07063,18.38,0.9777,28.93,23.1,8.64,68.47,74.86,46.13,39.7711,32.33,12.938,45.6019,509.8599,184.39666,8.63,7.86,143.16,14.76,9.34,14.77,10.9862,35524,71,10078.62,17.712,34.7,55.349,720.44,93.87,2.75,18.76,26.76,8.4446,8.7718,9.73,66.94,44.5479,9.5,20.8223,13.412,2.836,13.914,95.94,198.8,13.81,6.3,18.06,9.387,9.228,0.81643,10.58,29.58,7.8443,14.8,1.617
"2018-04-12 08:00:00",20.09,13.374,13.76,24.6,17.8,6.832,28.82,85.94,38.009,22.08,42.57836,107.38,13.85,13.75,9.07063,18.53,0.9781,28.93,23.31,8.64,69.1,75.05,46.11,39.6428,32.27,12.9487,45.6391,507.13,184.17951,8.76,7.86,143.05,14.71,9.31,14.81,10.9866,35528,71.03,10036.71,17.781,34.67,55.388,721.6,97.5,2.761,18.77,26.74,8.453,8.7801,9.72,66.7,44.409,9.5,20.7434,13.444,2.816,13.954,95.83,197.5,13.83,6.31,17.98,9.381,9.234,0.81868,10.58,29.69,7.8443,14.85,1.6649
"2018-04-13 08:00:00",20.2,13.279,13.75,24.81,17.81,6.836,28.55,85.99,37.694,22.09,42.60637,107.16,13.84,13.77,9.04165,18.51,0.9786,28.91,23.29,8.65,69.08,75.05,46.1,39.7739,32.58,12.9479,45.6755,510.146,185.0481,8.77,7.85,143.44,14.72,9.32,14.71,10.9871,35643,71.15,9995.93,17.79,34.74,55.436,716.36,96.22,2.759,18.91,26.82,8.4667,8.7942,9.79,66.35,44.8258,9.5,20.8046,13.463,2.847,13.992,95.91,198.4,13.82,6.32,17.89,9.381,9.235,0.82307,10.6,29.71,7.8443,14.92,1.6466
"2018-04-16 08:00:00",20.18,13.085,13.68,24.77,17.98,6.83,28.6,86.01,37.281,22.03,42.51301,106.43,13.89,13.72,9.05131,18.64,0.9794,28.9,23.36,8.65,69.04,74.98,45.8,39.8798,32.33,12.9508,45.6703,512.1942,184.20912,8.85,7.85,143.88,14.72,9.24,14.69,10.9884,35737,71.31,9832,17.781,34.59,55.504,712.53,95.22,2.75,18.86,26.83,8.4839,8.8099,9.77,65.32,44.7166,9.51,20.6795,13.444,2.85,13.934,95.87,198.3,13.84,6.34,17.63,9.351,9.237,0.8219,10.6,29.66,7.8349,14.88,1.6369
"2018-04-17 08:00:00",20.26,13.02,13.91,24.82,17.98,6.835,28.56,85.79,37.635,22.17,42.91443,105,13.91,13.81,9.07063,18.77,0.9794,28.94,23.56,8.64,69.73,75.09,45.63,39.7438,32.63,12.941,45.5851,511.7573,183.34054,8.85,7.85,143.99,14.82,9.23,14.67,10.9888,35670,71.37,9701.39,17.909,34.52,55.717,713.61,97.48,2.763,18.87,27.07,8.4944,8.8205,9.81,64.54,44.7861,9.52,20.6618,13.483,2.86,13.89,95.71,198.5,13.89,6.34,17.49,9.362,9.249,0.82513,10.61,29.65,7.8349,15,1.6545
"2018-04-18 08:00:00",20.48,13.114,13.97,24.85,18.03,6.828,28.84,85.89,38.304,22.2,43.13634,105.56,13.93,13.83,9.12859,19.06,0.9807,28.95,23.54,8.63,69.97,75.24,46.01,39.9353,33.63,12.9401,45.5717,518.0343,185.31459,8.87,7.84,144.8,14.8,9.36,14.72,10.9893,36009,71.45,9765.84,17.948,34.68,55.969,718.48,99.56,2.795,18.99,27.36,8.5063,8.8323,9.85,65.03,45.1334,9.53,20.7833,13.556,2.876,13.921,95.68,201.3,13.9,6.35,17.59,9.35,9.258,0.83236,10.6,29.72,7.8255,14.97,1.691
"2018-04-19 08:00:00",20.55,13.316,13.94,25.09,18.51,6.797,28.76,86.11,37.783,22.22,43.19423,106.24,13.83,13.79,9.12859,19.16,0.98,28.88,23.49,8.62,69.85,75.05,46.59,40.0182,33.83,12.9281,45.6503,515.0022,186.47929,9.11,7.84,145.55,14.71,9.47,14.73,10.9897,35947,71.47,9946.19,17.938,34.81,55.853,716.96,100.4,2.821,19.08,27.46,8.5073,8.8319,9.86,66.29,45.3418,9.52,20.8462,13.565,2.895,13.942,95.72,202.6,13.85,6.35,17.93,9.354,9.248,0.83627,10.58,29.65,7.8162,14.98,1.6962
"2018-04-20 08:00:00",20.36,13.145,13.89,25.18,18.49,6.798,28.56,85.73,37.448,22.18,43.21352,105.02,13.73,13.78,9.06097,19.03,0.9766,28.85,23.45,8.6,69.7,74.45,45.85,40.0119,33.75,12.9081,45.4902,513.3763,186.16344,9.1,7.83,145.72,14.7,9.35,14.7,10.9902,35830,71.26,9797.25,17.909,34.55,55.601,709.17,100.31,2.836,19.1,27.27,8.4705,8.7932,9.91,65.48,45.2525,9.51,20.7688,13.5,2.871,13.933,95.42,202.9,13.77,6.31,17.67,9.297,9.24,0.82953,10.56,29.69,7.7974,14.94,1.673
"2018-04-23 08:00:00",20.2,12.992,13.91,25.16,18.38,6.781,28.27,85.39,37.222,22.23,43.41613,104.18,13.7,13.8,9.00301,19.05,0.9738,28.83,23.58,8.58,69.97,73.83,45.57,40.0145,33.44,12.8845,45.3387,511.5111,185.53174,9.04,7.81,146.24,14.74,9.28,14.76,10.9915,36361,71.19,9683.82,17.948,34.35,56.124,705.05,99.99,2.848,19.09,27.08,8.4623,8.7828,9.92,64.89,45.3319,9.5,20.6859,13.45,2.837,13.879,95.05,202.3,13.72,6.31,17.57,9.247,9.237,0.82728,10.54,29.67,7.7787,14.96,1.6623
"2018-04-24 08:00:00",20.27,13.179,13.88,25.01,18.5,6.78,28.04,85.39,37.075,22.22,43.42578,103.8,13.75,13.83,9.02233,19.34,0.973,28.81,23.55,8.57,70.14,73.83,45.59,40.2498,33.5,12.8689,45.1739,518.1072,185.03823,9.1,7.8,147.11,14.77,9.26,14.75,10.992,36685,71.11,9777.95,17.978,34.44,56.463,703.52,100.69,2.847,19.14,27.11,8.4385,8.7581,10,65.69,45.4212,9.51,20.7131,13.471,2.844,13.923,94.79,202.9,13.7,6.33,17.79,9.24,9.245,0.83197,10.53,29.7,7.7787,15,1.6682
"2018-04-25 08:00:00",20.03,12.927,13.75,24.84,18.28,6.77,27.2,85.02,36.229,22.07,43.05915,101.84,13.63,13.76,9.00301,18.98,0.9696,28.81,23.35,8.54,69.68,73,44.81,40.1639,32.82,12.8607,45.1519,516.9975,182.23507,8.99,7.79,143.99,14.72,9.19,14.65,10.9924,36481,71,9647.36,17.879,34.19,56.095,691.59,99.03,2.831,18.94,26.89,8.4285,8.747,9.93,65.03,44.9449,9.49,20.5638,13.3,2.816,13.734,94.68,200.8,13.54,6.31,17.46,9.187,9.217,0.81877,10.5,29.79,7.76,14.81,1.634
"2018-04-26 08:00:00",20.08,12.957,13.87,24.92,18.45,6.778,26.37,84.83,36.721,22.37,43.40648,101.35,13.72,13.93,9.00301,19.32,0.9697,28.84,23.75,8.54,70.27,73.15,44.76,40.2229,33.12,12.8393,44.9743,517.862,181.09011,9.07,7.78,146.69,14.95,9.16,14.63,10.9929,36641,70.8,9495.8,17.978,34.17,56.715,697.15,99.9,2.844,19.06,26.99,8.3989,8.7151,9.96,64.14,45.2624,9.51,20.5728,13.354,2.842,13.814,94.41,202.4,13.64,6.3,17.47,9.201,9.242,0.82522,10.52,29.82,7.76,14.98,1.6443
"2018-04-27 08:00:00",20.23,13.067,13.97,25,18.59,6.793,26.49,85.05,37.203,22.51,43.51261,102.03,13.76,14.03,9.05131,19.35,0.9696,28.88,23.91,8.55,70.52,73.4,45.23,40.512,33.45,12.8176,44.9833,519.5884,182.99508,9.14,7.77,147.93,15.14,9.26,14.71,10.9934,36381,70.94,9564.02,18.007,34.35,57.015,700.62,101.76,2.87,19.13,27.27,8.4212,8.7377,10.05,64.8,45.5304,9.53,20.6591,13.394,2.847,13.955,94.36,205.7,13.7,6.3,17.68,9.207,9.26,0.82288,10.53,29.84,7.767,15.06,1.6611
"2018-04-30 08:00:00",20.32,13.276,13.98,25,18.41,6.803,26.74,85.39,36.986,22.55,43.5898,103.04,13.77,14.06,9.12859,19.42,0.9703,28.86,23.95,8.55,70.67,73.17,45.82,40.7877,33.27,12.8211,44.7996,519.646,184.45588,9.05,7.78,148.38,15.23,9.4,14.83,10.9947,36567,70.95,9740.21,18.017,34.55,57.247,704.69,101.92,2.863,19.17,27.27,8.4265,8.741,10.09,65.98,45.5502,9.55,20.8536,13.435,2.851,,94.21,206.6,13.75,6.31,17.96,9.227,9.277,0.82288,10.53,29.88,7.767,15.11,1.6607
"2018-05-01 08:00:00",20.2,,13.88,25,18.41,6.8,26.48,,36.337,22.49,,101.96,13.59,13.96,9.12859,,,,23.77,8.55,,,,,,12.8211,,,182.90144,9.05,,149.12,15.29,9.41,14.72,10.9952,36205,70.9,9665.2,17.919,34.36,57.286,,,2.873,19.17,27.27,8.4265,8.741,,,45.5006,9.52,,,2.822,,94.02,205,,,,,9.248,,10.51,29.95,7.767,,
