"","LU0231483743","LU0243957239","HK0000065125","LU0261952682","LU0823388615"
"2019-07-02",8.11,34.26,18.5873,173.85,54.35
"2019-07-03",8.13,34.52,18.6371,174.44,54.43
"2019-07-04",NA,34.69,18.6662,175.69,54.98
"2019-07-05",8.13,34.44,18.6777,173.7,54.88
"2019-07-08",8.12,34.56,18.6523,169.55,54.05
"2019-07-09",8.11,34.66,18.6248,170.66,53.63
"2019-07-10",8.18,35.28,18.5965,168.5,53.91
"2019-07-11",8.17,35.16,18.6073,169.33,55.04
"2019-07-12",8.18,35.16,18.5926,168.41,54.67
"2019-07-15",8.19,35.3,18.6091,168.72,54.87
"2019-07-16",8.19,35.54,18.6404,170.03,55.5
"2019-07-17",8.18,35.48,18.6405,170.82,54.73
"2019-07-18",8.14,35.36,18.6462,168.8,53.51
"2019-07-19",8.17,35.72,18.6558,166.28,54.77
"2019-07-22",8.15,35.57,18.6609,165.96,54.64
"2019-07-23",8.16,35.77,18.6809,165.25,55.1
"2019-07-24",8.18,36.08,18.7095,163.25,55.33
"2019-07-25",8.18,36.08,18.7583,162.84,55.8
"2019-07-26",8.2,36.51,18.7641,164.01,55.22
"2019-07-29",8.17,36.05,18.7865,163.45,55.24
"2019-07-30",8.16,36.02,18.771,160.4,55.64
"2019-07-31",8.18,36.01,18.7567,161.17,55.61
"2019-08-01",8.16,36.16,18.7667,158.24,55.18
"2019-08-02",8.04,35.2,18.7799,156.41,54.67
"2019-08-05",7.91,33.81,18.7482,152.44,53.77
"2019-08-06",7.9,33.91,18.7397,153.37,53.73
"2019-08-07",7.85,33.53,18.7832,151.74,54.09
"2019-08-08",7.95,34.56,18.7862,154.13,54.25
"2019-08-09",7.98,34.76,18.78,154.6,54.37
"2019-08-12",7.93,34.23,18.7909,153.4,54.7
"2019-08-13",7.99,34.82,18.8074,151.92,53.87
"2019-08-14",7.91,34.27,18.8126,154.83,53.66
"2019-08-16",7.89,34.4,18.8439,156.55,52.79
"2019-08-19",7.96,35,18.8242,156.59,53.05
"2019-08-20",7.96,34.89,18.8456,155.09,53.72
"2019-08-21",8.01,35.3,18.8624,154.18,53.33
"2019-08-22",8.02,35.28,18.8832,150.16,53.15
"2019-08-23",7.99,35.11,18.8876,152.59,53.37
"2019-08-26",7.92,34.5,18.9191,154.31,52.49
"2019-08-27",7.96,34.82,18.9204,157.04,53.25
"2019-08-28",7.92,34.25,18.9715,156.32,53.16
"2019-08-29",8,34.98,18.978,156.36,53.14
"2019-08-30",8.02,35.25,18.9761,158.15,54.45
"2019-09-02",NA,35.34,18.9814,155.53,54.02
"2019-09-03",7.98,35.29,18.9887,153.6,54.41
"2019-09-04",8,35.35,18.9641,154.62,53.92
"2019-09-05",8.06,35.48,18.9441,155.42,54.88
"2019-09-06",8.07,35.67,18.9138,156.72,54.58
"2019-09-09",8.07,35.12,18.9171,157.78,55.05
"2019-09-10",8.04,34.26,18.8794,157.33,55.41
"2019-09-11",8.08,34.59,18.8252,158.43,56.13
"2019-09-12",8.12,34.98,18.8217,159.55,56.61
"2019-09-13",8.12,34.79,18.8367,160.83,56.86
"2019-09-16",8.11,34.84,18.8262,158.11,56.97
"2019-09-17",8.11,34.84,18.8423,154.18,56.88
"2019-09-18",8.11,34.87,18.825,157.26,56.41
"2019-09-19",8.13,35.07,18.8127,155.34,57.03
"2019-09-20",8.13,35.12,18.8254,162.22,57.13
"2019-09-23",8.09,34.77,18.8597,167.96,57.4
"2019-09-24",8.11,34.88,18.8695,167.12,57.48
"2019-09-25",8.02,33.79,18.8835,164.78,57.4
"2019-09-26",8.04,34.34,18.8542,168.03,57.73
"2019-09-27",8.03,34.28,18.8665,167.72,57.31
"2019-09-30",8,33.93,18.8699,165.84,56.88
"2019-10-01",8.05,34.3,18.8751,163.86,57.53
"2019-10-02",7.9,33.3,18.895,163.38,57.76
"2019-10-03",7.88,33.2,18.8807,165.08,56.8
"2019-10-04",7.95,34.15,18.8786,163.38,57.03
"2019-10-07",7.98,34.21,18.8801,161.31,56.94
"2019-10-08",7.91,33.83,18.8724,161.01,57.99
"2019-10-09",7.92,33.79,18.8613,163.4,57.82
"2019-10-10",7.96,34,18.8323,162.48,57.74
"2019-10-11",8.03,34.41,18.8119,162.99,57.88
"2019-10-14",NA,34.48,18.8253,163.3,57.92
"2019-10-15",8.04,34.66,18.8382,163.36,59.03
"2019-10-16",8.04,34.25,18.8412,164.48,59.3
"2019-10-17",8.08,34.27,18.8261,166.74,59.19
"2019-10-18",8.06,33.85,18.8371,168.24,59.48
"2019-10-21",8.04,33.53,18.8263,169.06,59.79
"2019-10-22",8.07,33.77,18.8353,168.72,59.79
"2019-10-23",8.04,33.33,18.8613,168.56,60.31
"2019-10-24",8.06,33.65,18.8631,166.37,60.27
"2019-10-25",8.08,34.01,18.8702,165.96,60.58
"2019-10-28",8.14,34.57,18.866,167.71,60.85
"2019-10-29",8.15,34.51,18.8633,168.5,61.01
"2019-10-30",8.14,34.55,18.8543,170.38,61.24
"2019-10-31",8.13,34.34,18.8714,171.39,61.52
"2019-11-04",8.21,34.92,18.8863,173.62,61.52
"2019-11-05",8.21,35.02,18.8841,172.22,62.19
"2019-11-06",8.18,34.9,18.865,172.03,62.46
"2019-11-07",8.21,35.1,18.8607,172.65,62.47
"2019-11-08",8.19,34.85,18.8214,170.18,62.56
"2019-11-11",NA,34.89,18.8111,170.11,62.98
"2019-11-12",8.23,35.32,18.7962,169.63,63.24
"2019-11-13",8.21,35.17,18.8107,167.62,62.66
"2019-11-14",8.21,35.27,18.8174,168,62.02
"2019-11-15",8.24,35.43,18.8139,167.35,62.67
"2019-11-18",8.25,35.69,18.8048,167.1,62.37
"2019-11-19",8.25,35.77,18.806,168.39,62.53
"2019-11-20",8.26,35.93,18.8124,167.71,62.48
"2019-11-21",8.25,35.67,18.7996,166.83,62.18
"2019-11-22",8.25,35.83,18.7917,167.04,62.28
"2019-11-25",8.28,36.3,18.8067,168.59,62.41
"2019-11-26",8.31,36.51,18.8342,168.7,62.57
"2019-11-27",8.32,36.74,18.856,170.77,62.87
"2019-11-28",NA,36.9,18.8564,172.28,62.47
"2019-11-29",8.33,36.75,18.8634,170.45,62.57
"2019-12-02",8.29,35.9,18.8376,170.78,62.95
"2019-12-03",8.22,35.43,18.8229,169.11,62.69
"2019-12-04",8.27,35.83,18.8618,169.89,63.22
"2019-12-05",8.27,35.85,18.8418,168.87,63.49
"2019-12-06",8.31,36.21,18.8513,167.08,63.74
"2019-12-09",8.32,36.29,18.8637,167.8,64.24
"2019-12-10",8.3,36.04,18.8793,165.97,64.19
"2019-12-11",8.3,36.01,18.8928,165.46,63.71
"2019-12-12",8.35,36.3,18.9034,166.7,63.44
"2019-12-13",8.37,36.57,18.8822,168.32,63.56
"2019-12-16",8.41,36.88,18.9297,167.06,63.58
"2019-12-17",8.41,36.88,18.923,167.7,63.72
"2019-12-18",8.43,37.17,18.935,167.71,63.51
"2019-12-19",8.45,37.17,18.9036,168.31,63.52
"2019-12-20",8.47,37.6,18.911,168.17,63.47
"2019-12-23",8.5,37.78,18.9191,167.12,63.1
"2019-12-24",NA,NA,NA,NA,63.23
